,permit_number,business_name,issued_date,expiration_date,address,latitude,longitude
0,1143796,TURTLES,02/27/2020,05/31/2021,238 W 33RD ST,41.834685354,-87.633094541
1,1143980,HOTEL EMC2,04/10/2020,05/31/2021,228 E ONTARIO ST,41.893482969000004,-87.62193059100001
2,1144014,PIAZZA BELLA OSTERIA,02/27/2020,05/31/2021,2114 W ROSCOE ST,41.943288554,-87.681527845
3,1143772,AU CHEVAL,03/04/2020,05/31/2021,800 W RANDOLPH ST,41.884515458,-87.6474973
4,1144011,SPACE519,05/22/2020,05/31/2021,200 E CHESTNUT ST,41.898530344,-87.62177740899999
5,1143827,SUNNY SIDE UP,03/12/2020,05/31/2021,42 E SUPERIOR ST,41.895812575,-87.626589024
6,1143924,Lou Malnati's Pizzeria,03/13/2020,05/31/2021,956-58 W WRIGHTWOOD AVE,41.929119949000004,-87.65359186200001
7,1144568,TEMPO CAFE,06/17/2020,05/31/2021,6 E CHESTNUT ST,41.898431372,-87.62800916299999
8,1143917,OLD TOWN POUR HOUSE,06/30/2020,05/31/2021,1417-1419 N WELLS ST,41.908190475,-87.634472296
9,1145878,BOB'S PIZZA,07/01/2020,05/31/2021,1659 W 21ST,,
10,1143918,The Perch Kitchen & Tap,07/02/2020,05/31/2021,1932 W DIVISION ST,41.903318259,-87.676182079
11,1144496,THE MARQ,07/23/2020,05/31/2021,60 W ADAMS ST,41.879535234,-87.630024211
12,1144019,CORNER BAKERY CAFE,07/29/2020,05/31/2021,676 N ST CLAIR ST,41.894852961,-87.6229018
13,1143809,Gilt Bar/Doughnut Vault/Ciccio Mio,03/04/2020,05/31/2021,226-230 W KINZIE ST,41.889261623,-87.635182056
14,1146344,VIET NAM RESTAURANT,08/12/2020,05/31/2021,1032 W ARGYLE,41.97340307,-87.656262629
15,1144855,EASY BAR,07/06/2020,05/31/2021,1944 W DIVISION ST,41.903310755,-87.67665169700001
16,1144991,TAKITO KITCHEN,02/04/2021,05/31/2021,2013 W DIVISION ST,41.903071092,-87.677830971
17,1145676,REZA'S RESTAURANT,02/09/2021,05/31/2021,5255-5259 N CLARK ST,41.977842895,-87.6682074
18,1147798,HOPS & CURDS,02/24/2021,05/31/2021,2470 N LINCOLN AVE,41.926872319,-87.650968355
19,1143663,HOMESLYCE WHEEL HOUSE,02/21/2020,05/31/2021,934-938 W WEBSTER AVE,41.921866539,-87.65242305299999
20,1143664,OCEAN PRIME,02/10/2020,05/31/2021,87 E WACKER DR,41.888113901,-87.62517239799999
21,1143988,Lil' Ba-Ba-Reeba!,03/04/2020,05/31/2021,441 N CLARK ST,41.890425064,-87.630946794
22,1144462,BUTTERFLY,06/29/2020,05/31/2021,1139-43 W GRAND AVE,41.890984178000004,-87.656121232
23,1143676,Murphy's Bleachers,02/10/2020,05/31/2021,3653-55 N SHEFFIELD AVE,41.948788471,-87.65422911700001
24,1143686,ANNETTE'S ITALIAN ICE,01/27/2020,05/31/2021,2009 N BISSELL ST,41.918442455,-87.652015059
25,1143687,GUYJEAN / GAIJIN JAPANESE RESTAURANT,02/18/2020,05/31/2021,950 W LAKE ST,41.885700768,-87.651763119
26,1143689,FIESTA MEXICANA CORP,02/19/2020,05/31/2021,4806 N BROADWAY,41.969248782,-87.65982425899999
27,1143690,OIISTAR,02/14/2020,05/31/2021,1385 N MILWAUKEE AVE,41.907072426,-87.672068361
28,1143691,LA AMISTAD INC.,03/04/2020,05/31/2021,1914 W MONTROSE AVE,41.961594915,-87.676663865
29,1143720,XIPPO,02/24/2020,05/31/2021,3759 N DAMEN AVE,41.95046614,-87.678505891
30,1143721,"NEW WAVE COFFEE, LLC",07/07/2020,05/31/2021,3103 W LOGAN BLVD,41.928292712,-87.705061268
31,1143722,The Wormhole,07/07/2020,05/31/2021,1462 N MILWAUKEE AVE,41.908378350999996,-87.674569208
32,1143723,CAFFE STREETS,06/18/2020,05/31/2021,1750 W DIVISION ST,41.903382537,-87.672031532
33,1143724,TWIN ANCHORS,03/10/2020,05/31/2021,1655 N SEDGWICK ST,41.912687205,-87.638490569
34,1143725,BREHON PUB,03/09/2020,05/31/2021,731-33 N WELLS ST,41.895647491999995,-87.634029865
35,1143726,BROWNSTONE TAVERN & GRILL,02/28/2020,05/31/2021,3937 N LINCOLN AVE,41.953389926999996,-87.67805669399999
36,1143727,DUBLIN BAR & GRILL,02/28/2020,05/31/2021,1050 N STATE ST,41.901867357,-87.628492145
37,1143729,MR. GEES,03/06/2020,05/31/2021,4436 W FULLERTON AVE,41.924461019,-87.73808139299999
38,1143763,MAUDE'S,03/04/2020,05/31/2021,840 W RANDOLPH ST,41.884490694,-87.649015996
39,1143764,SMALL CHEVAL,03/04/2020,05/31/2021,1732 N MILWAUKEE AVE,41.912730418,-87.68132703299999
40,1143770,THE CLIPPER/ CC FERNS,03/04/2020,05/31/2021,1002 N CALIFORNIA AVE,41.899381966,-87.696940044
41,1143773,O'NEIL'S ON WELLS,02/28/2020,05/31/2021,411 S WELLS ST,41.876562098,-87.633539775
42,1143775,NORTHSIDE BAR & GRILL,03/19/2020,05/31/2021,1635 N DAMEN AVE,41.911516269,-87.677340695
43,1143776,Logan 11,03/20/2020,05/31/2021,2230-32 N CALIFORNIA AVE,41.922631912,-87.69749997299999
44,1143778,LOU MALNATI'S PIZZERIA,03/13/2020,05/31/2021,1235 W RANDOLPH ST,41.884113577,-87.658081674
45,1143779,MODERN ASIAN KITCHEN,04/24/2020,05/31/2021,1924 W DIVISION ST,41.90332445,-87.675825455
46,1143780,ROSCOE'S TAVERN LTD,05/13/2020,05/31/2021,3354-56 N HALSTED ST,41.943442911999995,-87.649517054
47,1143781,ALLIANCE BAKERY,06/16/2020,05/31/2021,1736 W DIVISION ST,41.903389919,-87.67152181600001
48,1143782,HAMBURGER MARY'S CHICAGO,05/13/2020,05/31/2021,5400 N CLARK ST,41.979884283000004,-87.668429485
49,1143785,NIA,07/02/2020,05/31/2021,803 W RANDOLPH ST,41.884294811,-87.64757969600001
50,1143787,EL CID TACOS #2,03/05/2020,05/31/2021,2645 N KEDZIE AVE,41.929762865,-87.707223234
51,1143789,PALADAR,03/05/2020,05/31/2021,2252 N WESTERN AVE,41.923199893,-87.687738508
52,1143793,JOE'S WINE CELLAR,03/09/2020,05/31/2021,2108 W DIVISION ST,41.903249554,-87.680128075
53,1143794,PUNCH BOWL SOCIAL,03/10/2020,05/31/2021,310 N GREEN ST,41.887192057,-87.64882807299999
54,1143795,ORSO'S RESTAURANT,03/03/2020,05/31/2021,1401 N WELLS ST,41.907742845,-87.63446079299999
55,1143801,MR. KITE'S CHOCOLATE,02/24/2020,05/31/2021,2120 W DIVISION ST,41.903241964,-87.680582455
56,1143802,GIRL & THE GOAT,03/09/2020,05/31/2021,809-813 W RANDOLPH ST,41.88429093,-87.647841773
57,1143803,LITTLE GOAT DINER,03/09/2020,05/31/2021,818-822 W RANDOLPH ST,41.88450331,-87.648285837
58,1143804,SWIFT & SONS / COLD STORAGE,03/09/2020,05/31/2021,1000 W FULTON MARKET,41.886848295,-87.65223416100001
59,1143808,BOMBASTIC CAFE,04/10/2020,05/31/2021,3732 N SOUTHPORT AVE,41.949882649,-87.664241779
60,1143810,3 GREENS MARKET,03/04/2020,05/31/2021,354 W HUBBARD ST,41.890044958000004,-87.637628064
61,1143811,NEW LINE,02/28/2020,05/31/2021,201 N CLINTON ST,41.885752607,-87.64116457899999
62,1143813,THE KERRYMAN,03/05/2020,05/31/2021,661 N CLARK ST,41.894145481,-87.63104250299999
63,1143817,THE BLACK BARREL TAVERN,06/04/2020,05/31/2021,1061 W MADISON ST,41.881559957,-87.65437239799999
64,1143828,DO-RITE DONUTS,03/04/2020,05/31/2021,181 N MORGAN ST,41.885420851,-87.651988672
65,1143829,ESPRESSAMENTE ILLY/CITYFRONT CAFE,03/05/2020,05/31/2021,455 N CITYFRONT PLAZA DR,41.890001335,-87.621438688
66,1143830,DO-RITE DONUTS & CHICKEN,03/04/2020,05/31/2021,1027 W ADDISON ST,41.947116537,-87.655459873
67,1143831,BEATRIX,03/04/2020,05/31/2021,834-842 W FULTON MARKET,41.886890531999995,-87.648822818
68,1143832,RAMEN-SAN,03/05/2020,05/31/2021,219 N GREEN ST,41.886282117,-87.64851478
69,1143849,"INTELLIGENTSIA COFFEE & TEA, INC.",04/03/2020,05/31/2021,3123 N BROADWAY,41.938435180999996,-87.64419841700001
70,1143850,ESENCIA URBAN KITCHEN,04/15/2020,05/31/2021,3351 N BROADWAY,41.943340055,-87.64466387
71,1143851,BASIL LEAF CAFE/SAGE,03/18/2020,05/31/2021,2461-2465 N CLARK ST,41.927168968000004,-87.641268696
72,1143852,OLD JERUSALEM RESTAURANT,02/28/2020,05/31/2021,1411 N WELLS ST,41.908022398,-87.63446779600001
73,1143853,CLUB LUCKY,03/25/2020,05/31/2021,1822-24 W WABANSIA AVE,41.912476985,-87.67361846799999
74,1143854,S & G GRILL,02/27/2020,05/31/2021,3000 N LINCOLN AVE,41.936122944,-87.66391410700001
75,1143856,RAVENSWOOD STATION BAR & GRILL,03/18/2020,05/31/2021,4709 N DAMEN AVE,41.967202638,-87.678994885
76,1143857,LA CANTINA GRILL,02/28/2020,05/31/2021,1911 S MICHIGAN AVE,41.85627967,-87.623749066
77,1143858,THE PIGGERY,06/17/2020,05/31/2021,1625 W IRVING PARK RD,41.954165368000005,-87.67012784200001
78,1143860,COALFIRE PIZZA,02/27/2020,05/31/2021,3705-3707 N SOUTHPORT AVE,41.949091556,-87.663926244
79,1143869,REGGIE'S BAR & GRILL,03/10/2020,05/31/2021,2105 S STATE ST,41.854063769,-87.626960536
80,1143870,LOU MALNATI'S PIZZERIA,03/13/2020,05/31/2021,805 S STATE ST,41.871698689,-87.62737565
81,1143871,COMMONWEALTH TAVERN,03/17/2020,05/31/2021,2000 W ROSCOE ST,41.943325138,-87.67851443299999
82,1143872,WILDBERRY PANCAKES & CAFE,02/26/2020,05/31/2021,130 E RANDOLPH ST,41.884588371999996,-87.62327256100001
83,1143873,WILDBERRY PANCAKES & CAFE,02/26/2020,05/31/2021,196 E PEARSON ST,41.897721501,-87.62203547600001
84,1143874,BAR ROMA,03/11/2020,05/31/2021,5101 N CLARK ST,41.974420574,-87.668066561
85,1143885,O'SHAUGHNESSY'S PUBLIC HOUSE,03/10/2020,05/31/2021,4557 N RAVENSWOOD AVE,41.965024223,-87.67393001399999
86,1143887,REMINGTON'S,02/28/2020,05/31/2021,20 N MICHIGAN AVE,41.882540202,-87.624530945
87,1143890,HAPPY CAMPER,02/21/2020,05/31/2021,1209 N WELLS ST,41.904158587,-87.634342762
88,1143891,TUCO & BLONDIE,02/28/2020,05/31/2021,3356-3358 N SOUTHPORT AVE,41.943306956,-87.66406138200001
89,1143892,ELLA ELLI,02/28/2020,05/31/2021,1349 W CORNELIA AVE,41.945142728,-87.66346767299999
90,1143894,CROSBY'S KITCHEN,02/28/2020,05/31/2021,3455-3457 N SOUTHPORT AVE,41.945073983,-87.663816175
91,1143895,FRASCA,02/28/2020,05/31/2021,3356-3358 N PAULINA ST,41.943192473,-87.67133728
92,1143896,SMOKE DADDY,02/28/2020,05/31/2021,1804-1806 W DIVISION ST,41.903372714,-87.67259245
93,1143898,THE FIRE PLACE INN,03/04/2020,05/31/2021,1448-1450 N WELLS ST,41.908977678,-87.634789122
94,1143902,GIO'S SPORTS BAR,06/19/2020,05/31/2021,4857 N DAMEN AVE,41.970429591,-87.67908665899999
95,1143905,ORIGINAL ALPS,03/09/2020,05/31/2021,3637 W IRVING PARK RD,41.953624642,-87.719310849
96,1143906,KLEIN'S BAKERY & CAFE,03/09/2020,05/31/2021,4155 N BROADWAY,41.958459512,-87.652873754
97,1143908,GOOSE ISLAND BEER COMPANY,03/13/2020,05/31/2021,1800 W FULTON ST,41.886957986,-87.672026499
98,1143910,The Bar on Buena,06/10/2020,05/31/2021,910 W BUENA AVE,41.958550898,-87.653520049
99,1143913,INDIE CAFE,03/18/2020,05/31/2021,5951-5953 N BROADWAY,41.99052009,-87.66013590700001
100,1143914,O'LEARY'S PUBLIC HOUSE,02/26/2020,05/31/2021,541 N WELLS ST,41.891989228,-87.633930579
101,1143915,PANCAKE CAFE,03/05/2020,05/31/2021,3801-3805 N BROADWAY,41.951273912,-87.649471564
102,1143916,LUCKY GRILL,03/03/2020,05/31/2021,7779 W TALCOTT AVE,41.992990416,-87.821674247
103,1143919,"MICHAEL'S RESTAURANT, INC.",03/09/2020,05/31/2021,4089-91 N BROADWAY,41.956831994,-87.651833094
104,1143920,UPTON' S NATURALS CO.,03/17/2020,05/31/2021,2054 W GRAND AVE,41.890897609,-87.67908103
105,1143921,PADDY MAC'S,03/18/2020,05/31/2021,4157 N PULASKI RD,41.957154975,-87.72757201600001
106,1143922,Sluggers Grill,04/10/2020,05/31/2021,3540 N CLARK ST,41.946576955,-87.65618754100001
107,1143923,LOU MALNALTI'S PIZZERIA,03/13/2020,05/31/2021,4340 N LINCOLN AVE,41.96074325,-87.6835484
108,1143925,LE SUD,08/27/2020,05/31/2021,2301 W ROSCOE ST,41.943015178,-87.685786943
109,1143926,BOQUERIA,03/05/2020,05/31/2021,801-811 W FULTON MARKET,41.886687199,-87.64756345299999
110,1143952,RED SQUARE,03/09/2020,05/31/2021,1914-1916 W DIVISION ST,41.903331032,-87.675433918
111,1143954,LITTLE WOK,02/27/2020,05/31/2021,3144 N BROADWAY,41.939051666,-87.644512659
112,1143955,LA BRUQUENA RESTAURANT & LOUNGE,03/09/2020,05/31/2021,2726 W DIVISION ST,41.903046386999996,-87.69553512899999
113,1143956,M BURGER,03/04/2020,05/31/2021,161 E HURON ST,41.894847524,-87.62302210899999
114,1143957,HUB 51 / SUB 51,03/04/2020,05/31/2021,51 W HUBBARD ST,41.889926109,-87.62994363799999
115,1143958,IL PORCELLINO/STUDIO PARIS/RAMEN-SAN,03/13/2020,05/31/2021,59 W HUBBARD ST,41.889921495,-87.630297537
116,1143959,PETTERINO'S / DO-RITE DONUTS,03/04/2020,05/31/2021,150 N DEARBORN ST,41.884508978,-87.629605631
117,1143963,GODDESS AND THE BAKER,06/10/2020,05/31/2021,33 S WABASH AVE,41.881243983000005,-87.62603828799999
118,1143978,SPORTS CORNER,03/13/2020,05/31/2021,952-956 W ADDISON ST,41.947359399999996,-87.654019314
119,1143979,HASHBROWNS ON WELLS,02/21/2020,05/31/2021,1149-1155 N WELLS ST,41.903535619,-87.634320595
120,1143981,PINK TACO,02/28/2020,05/31/2021,431 N WELLS ST,41.890024681999996,-87.63388240299999
121,1143982,HASHBROWNS,02/21/2020,05/31/2021,731 W MAXWELL ST,41.864682060999996,-87.64628815100001
122,1143983,FRANCO'S RISTORANTE,02/21/2020,05/31/2021,300 W 31ST ST,41.838314286,-87.634166827
123,1143984,JAM 'N HONEY,02/21/2020,05/31/2021,958 W WEBSTER AVE,41.92184919,-87.653430229
124,1143985,HOTEL MONACO,03/11/2020,05/31/2021,225 N WABASH AVE,41.886424333,-87.62616828200001
125,1143986,UMAI,03/05/2020,05/31/2021,730 S CLARK ST,41.872780614,-87.63077151200001
126,1143987,EMA,03/04/2020,05/31/2021,74 W ILLINOIS ST,41.890935404000004,-87.630944801
127,1143989,BEATRIX,03/04/2020,05/31/2021,519 N CLARK ST,41.891516039,-87.63097642
128,1143990,BUB CITY,03/06/2020,05/31/2021,435-437 N CLARK ST,41.890207793,-87.630940842
129,1143991,FONTANO SUBS,03/03/2020,05/31/2021,332 S MICHIGAN AVE,41.877480176999995,-87.624446588
130,1143993,JAKE MELNICK'S CORNER TAP,03/05/2020,05/31/2021,41 E SUPERIOR ST,41.895593098,-87.62658248700001
131,1143994,WALGREENS #15921,02/24/2020,05/31/2021,410 N MICHIGAN AVE,41.889874791,-87.624259761
132,1143995,GT FISH & OYSTERS,03/05/2020,05/31/2021,531 N WELLS ST,41.891629914,-87.63392303100001
133,1143996,GT PRIME,03/09/2020,05/31/2021,705-707 N WELLS ST,41.894979301,-87.634010671
134,1143997,FORMENTO'S NONNA'S,03/10/2020,05/31/2021,917-923 W RANDOLPH ST,41.884244445,-87.65052711700001
135,1144003,DRYHOP BREWERS,03/09/2020,05/31/2021,3155-3159 N BROADWAY,41.939309677,-87.644228371
136,1144006,LA PLENA RESTAURANT,03/09/2020,05/31/2021,2617 W DIVISION ST,41.902852012,-87.692685425
137,1144012,LULA CAFE,03/04/2020,05/31/2021,2537-2543 N KEDZIE BLVD,41.927653196,-87.707119009
138,1144013,CODA DI VOLPE,05/29/2020,05/31/2021,3335 N SOUTHPORT AVE,41.942616105,-87.663748078
139,1144015,CHIPOTLE MEXICAN GRILL,04/15/2020,05/31/2021,291 E ONTARIO ST,41.893293676999996,-87.620392895
140,1144016,CHIPOTLE,04/15/2020,05/31/2021,311 S WACKER DR,41.877791648,-87.636524344
141,1144017,THE REGION HANDCRAFTED HAMBURGERS,04/10/2020,05/31/2021,2057 W ROSCOE ST,41.943080263,-87.680728428
142,1144018,LOU MITCHELL'S,03/25/2020,05/31/2021,565 W JACKSON BLVD,41.877904219,-87.642194824
143,1144021,CORNER BAKERY CAFE,07/29/2020,05/31/2021,120 S LA SALLE ST,41.880075102,-87.632457875
144,1144022,CORNER BAKERY CAFE,07/10/2020,05/31/2021,360 N MICHIGAN AVE,41.888140152,-87.62469579
145,1144023,CORNER BAKERY CAFE,07/29/2020,05/31/2021,188 W WASHINGTON ST,41.88331838,-87.6335146
146,1144024,CORNER BAKERY CAFE,07/29/2020,05/31/2021,56 W RANDOLPH ST,41.884590839,-87.62999748600001
147,1144025,CORNER BAKERY CAFE,07/10/2020,05/31/2021,35 E MONROE ST,41.880675401,-87.62645664
148,1144026,The Original Pancake House,03/18/2020,05/31/2021,22 E BELLEVUE PL,41.901682076,-87.627441931
149,1144027,MILT'S BBQ,04/15/2020,05/31/2021,3411 N BROADWAY,41.943710988,-87.64489109200001
150,1144028,THE VIG CHICAGO,04/10/2020,05/31/2021,1527 N WELLS ST,41.909971084,-87.63452635
151,1144029,INTERCONTINENTAL HOTEL CHICAGO,02/28/2020,05/31/2021,505 N MICHIGAN AVE,41.891120593000004,-87.623988704
152,1144030,SOUTH LOOP CLUB INC,10/14/2020,05/31/2021,701 S STATE ST,41.873055576,-87.627417813
153,1144031,AGAMI JAPANESE RESTAURANT,02/28/2020,05/31/2021,4706-12 N BROADWAY,41.967350878000005,-87.658885489
154,1144033,SUPAROSSA,03/11/2020,05/31/2021,4250 N CENTRAL AVE,41.958373846,-87.76732076200001
155,1144034,SAVANNAH SUPPER CLUB,07/27/2020,05/31/2021,2116 W ROSCOE ST,41.943287553000005,-87.68161181299999
156,1144036,HUTCH,07/27/2020,05/31/2021,3301 N CLARK ST,41.94186146,-87.652047543
157,1144037,HUGO'S FROG BAR,03/03/2020,05/31/2021,1024 N RUSH ST,41.901384635,-87.62796360600001
158,1144038,GIBSONS STEAK HOUSE,03/03/2020,05/31/2021,1028 N RUSH ST,41.901488534,-87.62801242200001
159,1144039,RL,03/03/2020,05/31/2021,115 E CHICAGO AVE,41.896615843,-87.62473177
160,1144040,LUXBAR,03/03/2020,05/31/2021,18-20 E BELLEVUE PL,41.901679928,-87.62758040700001
161,1144042,CHISOX BAR & GRILL,03/03/2020,05/31/2021,320 W 35TH ST,41.831008088000004,-87.634932486
162,1144046,5 RABANITOS,03/03/2020,05/31/2021,1758 W 18TH ST,41.85783609,-87.67100647299999
163,1144047,RESERVOIR,02/28/2020,05/31/2021,844 W MONTROSE AVE,41.961926644,-87.651720307
164,1144050,O'DONOVAN'S,03/06/2020,05/31/2021,2100 W IRVING PARK RD,41.954229641,-87.681246806
165,1144051,FRANCOIS FRANKIE,02/24/2020,05/31/2021,222 W RANDOLPH ST,41.884575252,-87.63458189
166,1144052,UNION SUSHI + BARBEQUE BAR / UP BAR,03/06/2020,05/31/2021,230 W ERIE ST,41.894082718,-87.635482708
167,1144070,WILDE,03/11/2020,05/31/2021,3130 N BROADWAY,41.93858895,-87.644497266
168,1144071,LADY GREGORY'S OLD TOWN,03/11/2020,05/31/2021,1525 N WELLS ST,41.909916444000004,-87.63452456799999
169,1144072,PONCE RESTAURANT,03/25/2020,05/31/2021,4313 W FULLERTON AVE,41.924280058,-87.734648076
170,1144073,WESTEND BAR & GRILL,03/06/2020,05/31/2021,1326-28 W MADISON ST,41.881667076999996,-87.660707516
171,1144074,KIRKWOOD BAR & GRILL,03/06/2020,05/31/2021,2934 N SHEFFIELD AVE,41.935464431,-87.654102025
172,1144075,RANALLI'S,03/06/2020,05/31/2021,1925 N LINCOLN AVE,41.917217119,-87.63704398600001
173,1144076,BENCHMARK BAR & GRILL,03/06/2020,05/31/2021,1508-1510 N WELLS ST,41.909474189,-87.634803915
174,1144077,80 PROOF,03/06/2020,05/31/2021,1500 N WELLS ST,41.909255619,-87.63479733700001
175,1144079,MACELLO RISTORANTE,06/18/2020,05/31/2021,1235-1237 W LAKE ST,41.885372493,-87.65821234
176,1144080,STARBUCK'S COFFEE #2636,04/10/2020,05/31/2021,1701 W DIVISION ST,41.903195593,-87.669965312
177,1144082,STARBUCKS COFFEE #217,04/10/2020,05/31/2021,2200 N HALSTED ST,41.921905478,-87.648781981
178,1144083,STARBUCKS COFFEE #206,04/10/2020,05/31/2021,2063 N CLARK ST,41.920148393000005,-87.637024697
179,1144084,STARBUCKS COFFEE # 272,05/29/2020,05/31/2021,2525 N CLARK ST,41.92854129,-87.642076344
180,1144085,STARBUCKS COFFEE #2378,04/10/2020,05/31/2021,4553-57 N LINCOLN AVE,41.964622923,-87.68577071799999
181,1144086,STARBUCKS COFFEE #2223,04/10/2020,05/31/2021,3350 N LINCOLN AVE,41.943047201,-87.671180893
182,1144087,STARBUCKS COFFEE # 2449,04/10/2020,05/31/2021,4015 N LINCOLN AVE,41.954854382,-87.67907595700001
183,1144088,STARBUCKS COFFEE #2491,04/10/2020,05/31/2021,1900 W MONTROSE AVE,41.961603816,-87.67607883
184,1144089,STARBUCKS COFFEE #13522,04/10/2020,05/31/2021,3232 W FOSTER AVE,41.975840774,-87.710038349
185,1144094,STARBUCKS COFFEE #8954,02/28/2020,05/31/2021,4558 N KEDZIE AVE,41.964611762,-87.708499442
186,1144096,STARBUCKS #231,04/10/2020,05/31/2021,3400 N SOUTHPORT AVE,41.943461565999996,-87.66406559100001
187,1144097,STARBUCKS COFFEE #227,04/10/2020,05/31/2021,3358 N BROADWAY,41.943554985,-87.64511919
188,1144098,TRUE FOOD KITCHEN,03/04/2020,05/31/2021,1 W ERIE ST,41.89396102,-87.628209415
189,1144099,HIDEOUT,03/06/2020,05/31/2021,1354 W WABANSIA AVE,41.913784407,-87.6624471
190,1144100,"SOUTHPORT GROCERY AND CAFE, INC.",03/18/2020,05/31/2021,3552 N SOUTHPORT AVE,41.946827311999996,-87.664156005
191,1144102,JERRY'S SANDWICHES,03/05/2020,05/31/2021,4739-4743 N LINCOLN AVE,41.967698817,-87.687808185
192,1144108,"PENINSULA CHICAGO, LLC",07/20/2020,05/31/2021,108 E SUPERIOR ST,41.895839638000005,-87.624988141
193,1144109,CITY POOL HALL,04/10/2020,05/31/2021,640 W HUBBARD ST,41.890236753,-87.64442683
