,permit_number,business_name,issued_date,expiration_date,address,latitude,longitude
645,1145111,RUNA JAPANESE,08/26/2020,05/31/2021,2257 W NORTH AVE,41.910249567,-87.68463448700001
646,1145112,SAL'S TRATTORIA,06/04/2020,05/31/2021,2834 N SOUTHPORT AVE,41.933491345,-87.66374359299999
647,1145119,BLUE AGAVE TEQUILA BAR & RESTAURANT,08/26/2020,05/31/2021,579 W KINZIE ST,41.888939826,-87.64279888799999
648,1145141,CORTLAND'S GARAGE,06/04/2020,05/31/2021,1645 W CORTLAND ST,41.915974565999996,-87.66962157200001
649,1145142,A. J. HUDSON' S PUBLIC HOUSE,07/06/2020,05/31/2021,3801-3805 N ASHLAND AVE,41.950735169,-87.66881290100001
650,1145143,RABBIT HOLE,06/09/2020,05/31/2021,1208 N WELLS ST,41.904150703,-87.63463644
651,1145200,CHICAGO JOE'S,06/15/2020,05/31/2021,2252-56 W IRVING PARK RD,41.954163105,-87.685732034
652,1145201,"CAFE UMBRIA, INC.",07/16/2020,05/31/2021,2535 W ARMITAGE AVE,41.917431884,-87.691271681
653,1145203,THE MARKET BY FOXTROT,05/29/2020,05/31/2021,3334 N SOUTHPORT AVE,41.942610918,-87.664042041
654,1145204,BRANDO'S,06/05/2020,05/31/2021,338 S PLYMOUTH CT,41.877121247,-87.628866569
655,1145205,BRANDO'S,06/05/2020,05/31/2021,343 S DEARBORN ST,41.877146786,-87.62912123299999
656,1145206,FARM BAR LAKEVIEW,06/15/2020,05/31/2021,1300 W WELLINGTON AVE,41.93626672,-87.661379645
657,1145209,FRANCESCA'S BRYN MAWR,06/09/2020,05/31/2021,1039 W BRYN MAWR AVE,41.983571231,-87.65675393
658,1145210,SAME SAME,06/01/2020,05/31/2021,2022 W ROSCOE ST,41.943316390999996,-87.679433195
659,1145218,PARLOR PIZZA BAR,06/02/2020,05/31/2021,1824-1826 W DIVISION ST,41.90335951,-87.67339733799999
660,1145219,UVA KITCHEN AND WINE BAR,06/03/2020,05/31/2021,5553 N CLARK ST,41.983279492,-87.66856310700001
661,1145224,FLACO'S TACOS,07/06/2020,05/31/2021,46 E CHICAGO AVE,41.896811306,-87.62644880299999
662,1145225,THE MARKET BY FOXTROT,05/29/2020,05/31/2021,401 N WELLS ST,41.889215222,-87.633864401
663,1145227,Theory Sports Div Lounge,06/09/2020,05/31/2021,9 W HUBBARD ST,41.889949311,-87.628373571
664,1145228,"CAFFE UMBRIA, INC.",07/15/2020,05/31/2021,346 N CLARK ST,41.888742941,-87.631196181
665,1145231,DUNKIN DOUNUTS / BASKIN ROBINS,06/11/2020,05/31/2021,75 E WASHINGTON ST,41.883115221,-87.625172509
666,1145233,WELLS STREET MARKET,09/29/2020,05/31/2021,205 W WACKER DR,41.886707304,-87.634150393
667,1145234,PROXI,06/04/2020,05/31/2021,565 W RANDOLPH ST,41.88432406,-87.64239826200001
668,1145236,AVLI  RIVER NORTH,06/05/2020,05/31/2021,700-702 N WELLS ST,41.894830492,-87.634300539
669,1145275,GREEK ISLANDS RESTAURANT,06/22/2020,05/31/2021,200 S HALSTED ST,41.879183093,-87.647426234
670,1145276,Vinny D's,06/29/2020,05/31/2021,1709 W DIVISION ST,41.903188843,-87.670398345
671,1145277,CHEZ MOI,07/10/2020,05/31/2021,2100 N HALSTED ST,41.920082191,-87.648724715
672,1145280,A TASTE OF HEAVEN,07/08/2020,05/31/2021,5401 N CLARK ST,41.979895356,-87.668135643
673,1145281,BROADWAY CELLARS,06/10/2020,05/31/2021,5900 N BROADWAY,41.989107718,-87.660387275
674,1145282,NANA / AJO,06/11/2020,05/31/2021,3267 S HALSTED ST,41.834421877,-87.64604730399999
675,1145283,THE MARKET BY FOXTROT,05/29/2020,05/31/2021,1722 W DIVISION ST,41.90339795,-87.671030628
676,1145284,STARBUCKS COFFEE #2445,05/22/2020,05/31/2021,1052-70 W BRYN MAWR AVE,41.98378038,-87.657310954
677,1145285,COBBLESTONE,06/10/2020,05/31/2021,4337 N LINCOLN AVE,41.960573237,-87.683096373
678,1145291,CAFE EL TAPATIO,06/09/2020,05/31/2021,3400-3402 N ASHLAND AVE,41.943432313,-87.668912756
679,1145296,The Grafton Pub & Grill,07/22/2020,05/31/2021,4530 N LINCOLN AVE,41.963953232,-87.685663325
680,1145316,ALOFT CHICAGO MAG MILE,06/18/2020,05/31/2021,243 E ONTARIO ST,41.893270263000005,-87.62156654799999
681,1145319,TRYZUB RESTAURANT,06/18/2020,05/31/2021,2201 W CHICAGO AVE,41.895715043,-87.682067929
682,1145320,CARIBELLA,06/18/2020,05/31/2021,3311 W FULLERTON AVE,41.924564286999995,-87.71106462799999
683,1145322,THE BANDIT,06/23/2020,05/31/2021,841 W RANDOLPH ST,41.884271229,-87.649008724
684,1145326,AVLI TAVERNA,07/17/2020,05/31/2021,1335 W WRIGHTWOOD AVE,41.928756054000004,-87.662371472
685,1145327,LOLAS CONEY ISLAND LLC,06/23/2020,05/31/2021,2858 W CHICAGO AVE,41.895746584,-87.69910280399999
686,1145328,STARBUCKS COFFEE #2514,06/24/2020,05/31/2021,3045 N GREENVIEW AVE,41.937513752,-87.666019096
687,1145355,MAISON MARCEL,06/26/2020,05/31/2021,3114 N BROADWAY,41.938117063,-87.64448281799999
688,1145364,EL BARCO RESTAURANT,09/18/2020,05/31/2021,1035 N ASHLAND AVE,41.900640695999996,-87.667271409
689,1145365,VAUGHANS PUB,12/14/2020,05/31/2021,5485 N NORTHWEST HWY,41.980469496,-87.777630621
690,1145366,CITY NEWS,06/19/2020,05/31/2021,4018 N CICERO AVE,41.953997999,-87.74746352
691,1145367,SANTORINI,07/06/2020,05/31/2021,138 S HALSTED ST,41.879277914,-87.647429296
692,1145369,Weather Mark Tavern,07/23/2020,05/31/2021,1503 S MICHIGAN AVE,41.861831106,-87.62387913
693,1145370,SULLY'S HOUSE,08/18/2020,05/31/2021,1501 N DAYTON ST,41.908619727,-87.649294571
694,1145372,TORTELLO,06/24/2020,05/31/2021,1746 W DIVISION ST,41.903384646999996,-87.671885899
695,1145374,CRUZ BLANCA AND LENA BRAVA,06/18/2020,05/31/2021,900-906 W RANDOLPH ST,41.884476187,-87.649832934
696,1145376,THE MATCHBOX,06/25/2020,05/31/2021,770 N MILWAUKEE AVE,41.895796244,-87.654953596
697,1145378,HUB'S GYROS II INC,06/23/2020,05/31/2021,5540 N LINCOLN AVE,41.982229793,-87.69383949700001
698,1145384,KUMA'S CORNER,07/29/2020,05/31/2021,854-856 W FULTON MARKET,41.886878841,-87.649697253
699,1145402,NIU B,07/10/2020,05/31/2021,888 S MICHIGAN AVE,41.870775489,-87.624292703
700,1145403,Gannon's Pub,07/17/2020,05/31/2021,4264 N LINCOLN AVE,41.959479803,-87.68265873200001
701,1145408,SUSHI DOKKU,06/24/2020,05/31/2021,823 W RANDOLPH ST,41.884280843,-87.64845424
702,1145409,VIRTUE,07/31/2020,05/31/2021,1460-1466 E 53RD ST,41.79965126,-87.589403286
703,1145411,SUTHERLAND'S,07/15/2020,05/31/2021,5353 W IRVING PARK RD,41.953139478000004,-87.76171933399999
704,1145414,HOUNDSTOOTH SALOON,07/02/2020,05/31/2021,3369 N CLARK ST,41.943561114,-87.653432264
705,1145416,DUNKIN DONUTS BASKIN ROBBINS TOGO'S,07/14/2020,05/31/2021,200 E OHIO ST,41.892671291,-87.622572202
706,1145425,BUONA,06/18/2020,05/31/2021,613 - 617 N MCCLURG CT,41.893119147,-87.617582502
707,1145426,Intelligentsia Coffee & Tea,08/28/2020,05/31/2021,53 E RANDOLPH ST,41.884387319,-87.625935647
708,1145427,ASADITO TAQUERIA/WOK N BAO,07/22/2020,05/31/2021,540 W MADISON ST,41.881966449000004,-87.641275825
709,1145428,ERIE CAFE,06/22/2020,05/31/2021,536 W ERIE ST,41.893991884,-87.64284994799999
710,1145430,STREETERS TAVERN,09/08/2020,05/31/2021,48-50 E CHICAGO AVE,41.89681265,-87.626363375
711,1145432,THE ROW TAVERN,06/24/2020,05/31/2021,17 N WABASH AVE,41.882481426999995,-87.626076827
712,1145433,OSTERIA DEL PASTAIO,07/30/2020,05/31/2021,111 E CHESTNUT ST,41.898261619,-87.62516469200001
713,1145434,TRADITION,07/09/2020,05/31/2021,160 N FRANKLIN ST,41.88480929,-87.635535835
714,1145437,MAGNOLIA BAKERY,06/25/2020,05/31/2021,108 N STATE ST,41.883422636999995,-87.628021652
715,1145439,ARTURO EXPRESS,07/31/2020,05/31/2021,130 S CANAL ST,41.879616268,-87.639764523
716,1145443,NIU,12/02/2020,05/31/2021,332 E ILLINOIS ST,41.891139736,-87.61880637200001
717,1145444,PITTSFIELD CAFE,06/24/2020,05/31/2021,55 E WASHINGTON ST,41.883111686999996,-87.625850989
718,1145445,KANELA BREAKFAST CLUB,07/30/2020,05/31/2021,502 E ILLINOIS ST,41.89120951,-87.61503577299999
719,1145447,BARRIO / BODEGA,06/26/2020,05/31/2021,65 W KINZIE ST,41.889109128,-87.630540629
720,1145449,O'CALLAGHAN'S,08/19/2020,05/31/2021,29 W HUBBARD ST,41.889937519,-87.629092175
721,1145450,IMPERIAL LAMIAN,06/25/2020,05/31/2021,6 W HUBBARD ST,41.890170918,-87.62824385200001
722,1145451,ARTANGO BAR AND STEAKHOUSE,09/29/2020,05/31/2021,4767 N LINCOLN AVE,41.968405328,-87.688271821
723,1145452,THE SHAMROCK CLUB,06/19/2020,05/31/2021,210 W KINZIE ST,41.889270361,-87.63450598600001
724,1145453,CLUB LAGO,07/07/2020,05/31/2021,331 W SUPERIOR ST,41.895445259,-87.63707141200001
725,1145454,BEGGAR'S PIZZA,07/09/2020,05/31/2021,310 S CLINTON ST,41.877658739,-87.64120017799999
726,1145455,SIENA TAVERN,08/20/2020,05/31/2021,51 W KINZIE ST,41.889118078,-87.629923303
727,1145456,Rewired Cafe,06/26/2020,05/31/2021,1107 W BERWYN AVE,41.978062148,-87.658205522
728,1145458,EVERYBODY'S COFFEE,08/05/2020,05/31/2021,935-937 W WILSON AVE,41.96533475,-87.65377547
729,1145460,PUBLIC HOUSE,07/22/2020,05/31/2021,400 N STATE ST,41.889318711,-87.628152668
730,1145463,XOCO,07/29/2020,05/31/2021,65 W ILLINOIS ST,41.890718883000005,-87.630586576
731,1145464,FRONTERA GRILL/TOPOLOBAMPO/BAR SOTANO,07/29/2020,05/31/2021,443-447 N CLARK ST,41.8904973,-87.630949205
732,1145466,SEA & OLIVE,06/19/2020,05/31/2021,1938-1940 W DIVISION ST,41.903314441,-87.676416719
733,1145468,HAVANA GRILL,07/31/2020,05/31/2021,412 N CLARK ST,41.889687277,-87.63121909799999
734,1145469,EGG-O-HOLIC,06/24/2020,05/31/2021,833 W CHICAGO AVE,41.89626551,-87.648961925
735,1145470,NOHEA CAFE,07/02/2020,05/31/2021,1312 W MADISON ST,41.881673022,-87.66030288
736,1145471,ANNA PURANA FAST FOOD,06/19/2020,05/31/2021,2600 W DEVON AVE,41.997754789,-87.69482972200001
737,1145473,KLEIN'S BAKERY & CAFE II,06/23/2020,05/31/2021,424-26 W DIVERSEY PKWY,41.933000987,-87.64033768600001
738,1145475,SUN WAH BAR-B-Q INC CO,06/23/2020,05/31/2021,5039-5043 N BROADWAY,41.973850289,-87.659653582
739,1145476,CUBA 312,07/22/2020,05/31/2021,2054 W ROSCOE ST,41.94330118,-87.680650793
740,1145478,NESH MEDITERRANEAN GRILL,06/25/2020,05/31/2021,205 W MONROE ST,41.880547898,-87.633980667
741,1145479,LAS TABLAS ON LINCOLN,06/22/2020,05/31/2021,2942-44 N LINCOLN AVE,41.935230472,-87.662661916
742,1145480,PAN ARTESANAL,06/19/2020,05/31/2021,3724 W FULLERTON AVE,41.924670252,-87.720444964
743,1145482,EDGEWATER MEXICAN CAFE,07/17/2020,05/31/2021,1055 W BRYN MAWR AVE,41.983559426,-87.657382024
744,1145483,AUGIE'S,07/08/2020,05/31/2021,1721 W WRIGHTWOOD AVE,41.928624995,-87.67161450299999
745,1145484,ELEVEN CITY DINER,07/06/2020,05/31/2021,1112 S WABASH AVE,41.868834105,-87.62600895
746,1145485,THE BAD APPLE,06/24/2020,05/31/2021,4300-4304 N LINCOLN AVE,41.959569988,-87.682722308
747,1145488,PLUM MARKET/INTELLIGENTSIA,06/25/2020,05/31/2021,1233 N WELLS ST,41.904896822,-87.63436941799999
748,1145489,LA JOSIE,06/29/2020,05/31/2021,740 W RANDOLPH ST,41.884516857,-87.64739068200001
749,1145490,SOCIALE AND CAFE PRESS,06/25/2020,05/31/2021,800 S CLARK ST,41.872164396,-87.630755777
750,1145491,LIZZY J. CAFE,07/20/2020,05/31/2021,2205 W MONTROSE AVE,41.961271555,-87.684054915
751,1145493,MOODY TONGUE BREWING COMPANY / THE BAR AT MOODY TONGUE / THE DINING ROOM AT MOODY TONGUE,06/18/2020,05/31/2021,2513-2517 S WABASH AVE,41.846944869,-87.625213611
752,1145494,MI FOGATA INC.,06/18/2020,05/31/2021,4322 N WESTERN AVE,41.960229176,-87.68880023700001
753,1145495,COOKIES AND CARNITAS,07/01/2020,05/31/2021,5938-5940 N BROADWAY,41.990162295,-87.660418009
754,1145496,CARIBBEAN JERK PALACE,09/01/2020,05/31/2021,731-33 S DEARBORN ST,41.872733608000004,-87.628998969
755,1145520,SAPORI,07/13/2020,05/31/2021,2701 N HALSTED ST,41.931578497,-87.648824939
756,1145521,"FLACO'S TACOS, LLC",07/02/2020,05/31/2021,725 S DEARBORN ST,41.872851667,-87.62900326
757,1145522,MOM'S OLD RECIPE,07/23/2020,05/31/2021,5760 N MILWAUKEE AVE,41.986146821999995,-87.77748161299999
758,1145524,COFFEE JOINT,07/30/2020,05/31/2021,2059 W IRVING PARK RD,41.954011965,-87.68111928299999
759,1145525,D FRUTA LA VIDA LLC,07/15/2020,05/31/2021,3739 W FULLERTON AVE,41.92444283,-87.721033443
760,1145527,SIMONE'S,06/30/2020,05/31/2021,960-962 W 18TH ST,41.858141550999996,-87.650926121
761,1145529,PHO XE LUA,09/02/2020,05/31/2021,1021 W ARGYLE ST,41.973189054,-87.655837121
762,1145531,DEMERA ETHIOPIAN RESTAURANT,07/10/2020,05/31/2021,4801 N BROADWAY,41.969088855,-87.65952538100001
763,1145532,Lucy's,06/25/2020,05/31/2021,1043 N CALIFORNIA AVE,41.900639564,-87.69667798299999
764,1145535,LUCY'S,06/25/2020,05/31/2021,4570 N BROADWAY ST,41.965270144,-87.65755429200001
765,1145536,HUARACHES DONA CHIO,06/19/2020,05/31/2021,1547 W ELMDALE AVE,41.990695067,-87.669449176
766,1145537,WYNWOOD,07/01/2020,05/31/2021,1560 N MILWAUKEE AVE,41.909773711999996,-87.676747945
767,1145538,ALULU,06/18/2020,05/31/2021,2011 S LAFLIN ST,41.854738737,-87.663537534
768,1145540,RANGE,06/22/2020,05/31/2021,1119 - 1121 W WEBSTER AVE,41.921576984,-87.656726515
769,1145542,SABROSO,06/24/2020,05/31/2021,624 N ASHLAND AVE,41.893249886,-87.667356168
770,1145545,MY BUDDY'S,09/15/2020,05/31/2021,4416 N CLARK ST,41.96215972,-87.666218574
771,1145546,The Great American Bagel,07/02/2020,05/31/2021,1154 W MADISON ST,41.88173703,-87.65654694700001
772,1145547,MIMA'S TASTE OF CUBA,07/13/2020,05/31/2021,2925 W IRVING PARK RD,41.953846932,-87.70184233299999
773,1145551,MELLOW YELLOW,06/19/2020,05/31/2021,1508 E 53RD ST,41.799656205,-87.588735711
774,1145552,BACCHANALIA REST & LNG,07/01/2020,05/31/2021,2413 S OAKLEY AVE,41.84804402,-87.682937181
775,1145553,HARBOR CHICAGO,06/22/2020,05/31/2021,1312 S WABASH AVE,41.865345384,-87.625932602
776,1145554,ROOTS HANDMADE PIZZA - PRINTER'S ROW,07/28/2020,05/31/2021,744 S DEARBORN ST,41.872452185,-87.62928257700001
777,1145556,YOSHI'S CAFE,06/19/2020,05/31/2021,3257 N HALSTED ST,41.941696341,-87.64917656600001
778,1145557,GLENN'S DINER,08/28/2020,05/31/2021,1820-22 W MONTROSE AVE,41.961612135,-87.67543734600001
779,1145558,CHIYA CHAI CAFE,07/31/2020,05/31/2021,2770 N MILWAUKEE AVE,41.931448844,-87.71154708799999
780,1145559,Blue Sky Bakery & Cafe,08/21/2020,05/31/2021,3720 N LINCOLN AVE,41.949356857,-87.67558137
781,1145561,BARBARO,06/25/2020,05/31/2021,2525 W NORTH AVE,41.910172644,-87.690677996
782,1145562,OSITO'S TAP,12/17/2020,05/31/2021,2553 S RIDGEWAY AVE,41.844597188,-87.718312551
783,1145563,BIG & LITTLE'S RESTAURANT,07/15/2020,05/31/2021,1034 W BELMONT AVE,41.939999618,-87.65546972700001
784,1145564,FIN SUSHI BAR,07/06/2020,05/31/2021,1742 W WILSON AVE,41.965299735,-87.67259229700001
785,1145565,TANK NOODLE PHO XE TANG,07/17/2020,05/31/2021,4953-4955 N BROADWAY,41.973091079,-87.65963219700001
786,1145566,KAMEYA JAPANESE RESTAURANT,06/23/2020,05/31/2021,806 W WEBSTER AVE,41.921921561,-87.648948671
787,1145567,SALERNO'S,07/07/2020,05/31/2021,1201 W GRAND AVE,41.890969901,-87.65746645600001
788,1145568,LEONIDAS CAFE CHOCOLATERIE,12/11/2020,05/31/2021,59 E CHICAGO AVE,41.896600154,-87.62591272899999
789,1145571,VERMILION,06/26/2020,05/31/2021,10 W HUBBARD ST,41.890168585,-87.628394336
790,1145572,FABCAKES,07/22/2020,05/31/2021,714 N WELLS ST,41.895335831,-87.63431422200001
791,1145575,THE WIT,06/22/2020,05/31/2021,201 N STATE ST,41.885778195,-87.627793737
792,1145577,MILLER'S PUB RESTAURANT,07/02/2020,05/31/2021,134 S WABASH AVE,41.87994706,-87.62629031
793,1145578,CLUB GENE & GEORGETTI,06/18/2020,05/31/2021,500 N FRANKLIN ST,41.890803006,-87.63570315700001
794,1145579,PRIME & PROVISIONS,07/10/2020,05/31/2021,222 N LA SALLE ST,41.886351604,-87.632613946
795,1145580,CHICK-FIL-A,07/27/2020,05/31/2021,122 S MICHIGAN AVE,41.880263371999995,-87.62450498
796,1145581,FULTON MARKET KITCHEN,06/30/2020,05/31/2021,311 N SANGAMON ST,41.887114585999996,-87.65087022600001
797,1145582,THE BATON SHOW LOUNGE,06/25/2020,05/31/2021,4703-4713 N BROADWAY,41.967363587,-87.65856734399999
798,1145583,HAI YEN,07/02/2020,05/31/2021,1055 W ARGYLE ST,41.973171766,-87.657140831
799,1145584,BULERIAS INC.,07/08/2020,05/31/2021,3656 N ASHLAND AVE,41.948664226,-87.66905078799999
800,1145585,BROWN BAG SEAFOOD CO.,06/22/2020,05/31/2021,3400 N LINCOLN AVE,41.943302926,-87.671355153
801,1145586,CAROL'S PUB,06/19/2020,05/31/2021,4659 N CLARK ST,41.967005074,-87.66695423200001
802,1145587,ANNA MARIA PASTERIA,06/19/2020,05/31/2021,4400-4404- N CLARK ST,41.961700771,-87.666123724
803,1145588,PASTA AL GUSTO,06/30/2020,05/31/2021,3737 N SOUTHPORT AVE,41.949966595,-87.663950075
804,1145621,ALL TOGETHER NOW,06/24/2020,05/31/2021,2119 W CHICAGO AVE,41.895745475,-87.680303415
805,1145622,PARS COVE EAST,06/22/2020,05/31/2021,435 W DIVERSEY PKWY,41.932772607,-87.64076403
806,1145624,RYUU ASIAN BBQ,07/14/2020,05/31/2021,2766 N MILWAUKEE AVE,41.93137064,-87.71141818299999
807,1145625,DANANG KITCHEN,06/26/2020,05/31/2021,1019 1/2 W ARGYLE ST,41.973190362,-87.655752955
808,1145626,COMMUNITY,07/08/2020,05/31/2021,4038 N MILWAUKEE AVE,41.954070512,-87.748631629
809,1145628,LA SCAROLA,06/18/2020,05/31/2021,721 W GRAND AVE,41.891083211,-87.64691989399999
810,1145630,FORK,06/23/2020,05/31/2021,4600-4602 N LINCOLN AVE,41.964902361,-87.68627917100001
811,1145638,CRACKED ON MILWAUKEE,07/02/2020,05/31/2021,1359 N MILWAUKEE AVE,41.906629896999995,-87.671376239
812,1145660,PING PONG,06/23/2020,05/31/2021,3322-3326 N BROADWAY,41.942623158,-87.644625365
813,1145661,WAKAMONO,06/23/2020,05/31/2021,3313-17 N BROADWAY,41.942313413,-87.644322456
814,1145671,"EL PACIFICO,INC",06/26/2020,05/31/2021,3534 W FULLERTON AVE,41.9247283,-87.71583394700001
815,1145673,THE LOGAN THEATRE,06/24/2020,05/31/2021,2646-2648 N MILWAUKEE AVE,41.929818108,-87.70886554399999
816,1145674,ADD CHAPTER DESIGN & ART CAFE,06/18/2020,05/31/2021,6046 N AVONDALE AVE,41.991079959000004,-87.799075796
817,1145675,THE DARLING,06/19/2020,05/31/2021,905 W RANDOLPH ST,41.884253926,-87.65000191899999
818,1145685,MORTAR AND PESTLE,06/22/2020,05/31/2021,3108 N BROADWAY,41.937939791999995,-87.64447681700001
819,1145689,FISHBAR,09/30/2020,05/31/2021,2956 N SHEFFIELD AVE,41.936160045,-87.654126674
820,1145690,BUTCHER & THE BURGER,06/24/2020,05/31/2021,1021 W ARMITAGE AVE,41.917981293000004,-87.654340852
821,1145694,NORI SUSHI CHICAGO,07/01/2020,05/31/2021,1393 N MILWAUKEE AVE,41.907208549,-87.672281682
822,1145699,MARVIN'S FOOD & FUEL,07/01/2020,05/31/2021,954 W FULTON MARKET,41.886851116,-87.6520301
823,1145713,LUSH WINE & SPIRITS,07/10/2020,05/31/2021,2232-2234 W ROSCOE ST,41.943251259,-87.684576057
824,1145714,MAILLARD TAVERN,06/19/2020,05/31/2021,494 N MILWAUKEE AVE,41.890959017,-87.647472168
825,1145715,VANILLE PATTISSERIE,07/16/2020,05/31/2021,2108 N CLARK ST,41.920414405,-87.63750858
826,1145716,DEL SEOUL,06/22/2020,05/31/2021,2568-2570 N CLARK ST,41.929447959,-87.64292489
827,1145717,THE MONKEYS PAW,08/26/2020,05/31/2021,2524 N SOUTHPORT AVE,41.927828199000004,-87.663555681
828,1145718,THE MOMO WORLD,07/31/2020,05/31/2021,727 W MAXWELL ST,41.864683564,-87.646132919
829,1145719,JOEY'S G'S MAC AND CHEESE,06/18/2020,05/31/2021,2351 W AUGUSTA BLVD,41.899276249,-87.686507172
830,1145720,THE SEDGWICK STOP,06/24/2020,05/31/2021,1612 N SEDGWICK ST,41.91150903,-87.63875222600001
831,1145721,FORNO ROSSO ON RANDOLPH,06/23/2020,05/31/2021,1048 W RANDOLPH ST,41.884401105,-87.654031408
832,1145722,TAKITO STREET,07/02/2020,05/31/2021,2421-2423 N LINCOLN AVE,41.925996902,-87.64932237299999
833,1145723,J.T.'s Genuine Sandwich,07/02/2020,05/31/2021,3970 N ELSTON AVE,41.953377882,-87.71884823399999
834,1145724,FOREVER YOGURT,07/02/2020,05/31/2021,3510 N HALSTED ST,41.945777301,-87.64958777700001
835,1145733,HAROLDS CHICKEN ON BROADWAY,06/18/2020,05/31/2021,3933 N BROADWAY,41.953778825,-87.64985955700001
836,1145735,SABRI NIHARI,06/26/2020,05/31/2021,2500-2502 W DEVON AVE,41.997797057,-87.692388619
837,1145741,MOMENTUM COFFEE,06/23/2020,05/31/2021,2119 S STATE ST,41.853649827,-87.62695608899999
838,1145744,MACHINE,10/28/2020,05/31/2021,1836-46 W DIVISION ST,41.903354488000005,-87.673811345
839,1145747,Five Guys Burgers and Fries,07/24/2020,05/31/2021,1456 E 53RD ST,41.79964931,-87.589564848
840,1145748,HATSU HANA RESTAURANT/YELLOWTAIL SUSHI & ASIAN KITCHEN,06/26/2020,05/31/2021,3136 N BROADWAY,41.938778525,-87.64450311799999
841,1145761,CAFE FENIX,06/24/2020,05/31/2021,2959 N PULASKI RD,41.935333654000004,-87.72693021100001
842,1145769,CAFE TOUCHE,07/23/2020,05/31/2021,6731 N NORTHWEST HWY,42.003521558,-87.817099825
843,1145770,DON JUAN,08/20/2020,05/31/2021,6730 N NORTHWEST HWY,42.003354235,-87.81729036200001
844,1145771,"STAN'S DONUTS CHICAGO, LLC",07/09/2020,05/31/2021,750 N RUSH ST,41.896455313000004,-87.625645167
845,1145773,ROANOKE,10/02/2020,05/31/2021,135 W MADISON ST,41.881856744000004,-87.631896162
846,1145777,MI NUEVA TIERRA,06/25/2020,05/31/2021,2417 N CLYBOURN AVE,41.925671304,-87.669841569
847,1145778,MERCADITO CHICAGO,06/24/2020,05/31/2021,108-110 W KINZIE ST,41.889316024,-87.631487741
848,1145781,MARCHESA,10/30/2020,05/31/2021,535 N WELLS ST,41.891772827,-87.633927058
849,1145782,HARRY CARAY'S RESTAURANT,06/24/2020,05/31/2021,33 W KINZIE ST,41.889125488000005,-87.62942248899999
850,1145784,Mario's Table,06/24/2020,05/31/2021,21 W GOETHE ST,41.905697826,-87.629704561
851,1145785,CRAWFORDS,09/17/2020,05/31/2021,3938 - 3942 W SCHOOL ST,41.941035014,-87.72638827899999
852,1145788,Kit Kat Lounge and Restaurant,06/24/2020,05/31/2021,3700 N HALSTED ST,41.949147337,-87.64968983899999
853,1145794,PINI PICO COFFEE CO,06/29/2020,05/31/2021,1536-1538 N CLARK ST,41.910478398,-87.631795188
854,1145797,STELLA'S DINER,08/11/2020,05/31/2021,3042 N BROADWAY,41.937665034,-87.64446752
855,1145801,ELEVATE COFFEE,07/02/2020,05/31/2021,3344 N HALSTED ST,41.94312984,-87.64951168799999
856,1145806,TAO CHICAGO,06/24/2020,05/31/2021,632 N DEARBORN ST,41.893359354,-87.62984514700001
857,1145808,PB&J PIZZA BEER & JUKEBOX,06/24/2020,05/31/2021,205-209 N PEORIA ST,41.885815039,-87.64966726600001
858,1145810,SURF'S UP OLD TOWN,07/30/2020,05/31/2021,1143 N WELLS ST,41.903371951,-87.634314155
859,1145811,GOLDEN HOUSE RESTAURANT,07/15/2020,05/31/2021,4742-4744 N RACINE AVE,41.96849072,-87.659816451
860,1145817,LE COLONIAL,06/25/2020,05/31/2021,57 E OAK ST,41.900671756,-87.626235095
861,1145818,STICKY RICE,06/25/2020,05/31/2021,4018 N WESTERN AVE,41.954631107,-87.688630809
862,1145823,FURAMA RESTAURANT INC,06/30/2020,05/31/2021,4936 N BROADWAY,41.972613179,-87.65991334899999
863,1145847,BORDEAUX LOUNGE BY TURQUOISE,06/25/2020,05/31/2021,2147 W ROSCOE ST,41.943054831,-87.682735396
864,1145848,THE WOODLAWN,06/26/2020,05/31/2021,7857 S WOODLAWN AVE,41.751535499999996,-87.595348139
865,1145850,ASTORIA LOUNGE,10/15/2020,05/31/2021,3208 N KOSTNER AVE,41.939239568000005,-87.737188637
866,1145851,Miss Saigon,06/29/2020,05/31/2021,1129 W ARGYLE ST,41.973147671,-87.658956121
867,1145854,SUSUPUATO RESTAURANT & TAQUERIA,07/08/2020,05/31/2021,6161 N BROADWAY,41.994091829,-87.660246115
868,1145855,BARANGAROOS AUSSIE PIES,06/29/2020,05/31/2021,3208 N SHEFFIELD AVE,41.940228137,-87.654263488
869,1145856,FANCY PLANTS CAFE,07/02/2020,05/31/2021,613 W BRIAR PL,41.939032813000004,-87.644941654
870,1145861,THE SOUL SHACK,08/27/2020,05/31/2021,1368 E 53RD ST,41.799611564,-87.592533442
871,1145863,CHEF'S SPECIAL COCKTAIL BAR,06/29/2020,05/31/2021,2163-2165 N WESTERN AVE,41.921654985,-87.687391281
872,1145864,Zia's Trattoria,06/26/2020,05/31/2021,6695-6699 N NORTHWEST HWY,42.002741863000004,-87.815868958
873,1145865,ROLLS N BOWLS EXPRESS,06/30/2020,05/31/2021,4635 N LINCOLN AVE,41.965883852,-87.68660115700001
874,1145869,XOCHIMILCO MEXICAN RESTAURANT,07/06/2020,05/31/2021,2030-2032 W MONTROSE AVE,41.961550247,-87.680270826
875,1145872,BREW BREW COFFEE LOUNGE,12/15/2020,05/31/2021,3832 W DIVERSEY AVE,41.931946009,-87.72344452
