,PERMIT NUMBER,DOING BUSINESS AS NAME,ISSUED DATE,EXPIRATION DATE,ADDRESS,CITY,STATE,ZIP CODE,LATITUDE,LONGITUDE,LOCATION
748,1145489,LA JOSIE,06/29/2020,05/31/2021,740 W RANDOLPH ST,CHICAGO,,60661.0,41.884516857,-87.64739068200001,"(41.88451685704581, -87.64739068195071)"
749,1145490,SOCIALE AND CAFE PRESS,06/25/2020,05/31/2021,800 S CLARK ST,CHICAGO,IL,60605.0,41.872164396,-87.630755777,"(41.87216439605228, -87.63075577691671)"
750,1145491,LIZZY J. CAFE,07/20/2020,05/31/2021,2205 W MONTROSE AVE,CHICAGO,,60618.0,41.961271555,-87.684054915,"(41.96127155456048, -87.68405491509883)"
751,1145493,MOODY TONGUE BREWING COMPANY / THE BAR AT MOODY TONGUE / THE DINING ROOM AT MOODY TONGUE,06/18/2020,05/31/2021,2513-2517 S WABASH AVE,CHICAGO,,60616.0,41.846944869,-87.625213611,"(41.8469448689041, -87.62521361091059)"
752,1145494,MI FOGATA INC.,06/18/2020,05/31/2021,4322 N WESTERN AVE,CHICAGO,,60618.0,41.960229176,-87.68880023700001,"(41.96022917610446, -87.68880023680377)"
753,1145495,COOKIES AND CARNITAS,07/01/2020,05/31/2021,5938-5940 N BROADWAY,CHICAGO,,60660.0,41.990162295,-87.660418009,"(41.99016229520979, -87.6604180086472)"
754,1145496,CARIBBEAN JERK PALACE,09/01/2020,05/31/2021,731-33 S DEARBORN ST,CHICAGO,IL,60605.0,41.872733608000004,-87.628998969,"(41.872733608439034, -87.62899896919282)"
755,1145520,SAPORI,07/13/2020,05/31/2021,2701 N HALSTED ST,CHICAGO,IL,60614.0,41.931578497,-87.648824939,"(41.93157849671675, -87.64882493936558)"
756,1145521,"FLACO'S TACOS, LLC",07/02/2020,05/31/2021,725 S DEARBORN ST,CHICAGO,IL,60605.0,41.872851667,-87.62900326,"(41.872851666650526, -87.62900326025903)"
757,1145522,MOM'S OLD RECIPE,07/23/2020,05/31/2021,5760 N MILWAUKEE AVE,CHICAGO,,60646.0,41.986146821999995,-87.77748161299999,"(41.98614682246569, -87.77748161332332)"
758,1145524,COFFEE JOINT,07/30/2020,05/31/2021,2059 W IRVING PARK RD,CHICAGO,,60618.0,41.954011965,-87.68111928299999,"(41.95401196536202, -87.68111928325516)"
759,1145525,D FRUTA LA VIDA LLC,07/15/2020,05/31/2021,3739 W FULLERTON AVE,CHICAGO,,60647.0,41.92444283,-87.721033443,"(41.924442829878934, -87.72103344273066)"
760,1145527,SIMONE'S,06/30/2020,05/31/2021,960-962 W 18TH ST,CHICAGO,IL,60608.0,41.858141550999996,-87.650926121,"(41.85814155141025, -87.65092612143025)"
761,1145529,PHO XE LUA,09/02/2020,05/31/2021,1021 W ARGYLE ST,CHICAGO,IL,60640.0,41.973189054,-87.655837121,"(41.973189054288056, -87.65583712062242)"
762,1145531,DEMERA ETHIOPIAN RESTAURANT,07/10/2020,05/31/2021,4801 N BROADWAY,CHICAGO,IL,,41.969088855,-87.65952538100001,"(41.96908885472496, -87.65952538050671)"
763,1145532,Lucy's,06/25/2020,05/31/2021,1043 N CALIFORNIA AVE,CHICAGO,,60622.0,41.900639564,-87.69667798299999,"(41.90063956353709, -87.69667798280055)"
764,1145535,LUCY'S,06/25/2020,05/31/2021,4570 N BROADWAY ST,CHICAGO,,,41.965270144,-87.65755429200001,"(41.96527014438852, -87.6575542920256)"
765,1145536,HUARACHES DONA CHIO,06/19/2020,05/31/2021,1547 W ELMDALE AVE,CHICAGO,,60660.0,41.990695067,-87.669449176,"(41.99069506671995, -87.66944917569923)"
766,1145537,WYNWOOD,07/01/2020,05/31/2021,1560 N MILWAUKEE AVE,CHICAGO,IL,60622.0,41.909773711999996,-87.676747945,"(41.9097737118627, -87.67674794453644)"
767,1145538,ALULU,06/18/2020,05/31/2021,2011 S LAFLIN ST,CHICAGO,IL,60608.0,41.854738737,-87.663537534,"(41.85473873651925, -87.66353753442561)"
768,1145540,RANGE,06/22/2020,05/31/2021,1119 - 1121 W WEBSTER AVE,CHICAGO,,60614.0,41.921576984,-87.656726515,"(41.92157698377766, -87.65672651542604)"
769,1145542,SABROSO,06/24/2020,05/31/2021,624 N ASHLAND AVE,CHICAGO,,60622.0,41.893249886,-87.667356168,"(41.893249885934495, -87.66735616835486)"
770,1145545,MY BUDDY'S,09/15/2020,05/31/2021,4416 N CLARK ST,CHICAGO,,60640.0,41.96215972,-87.666218574,"(41.962159720050074, -87.6662185738834)"
771,1145546,The Great American Bagel,07/02/2020,05/31/2021,1154 W MADISON ST,CHICAGO,,60607.0,41.88173703,-87.65654694700001,"(41.88173703022226, -87.65654694665614)"
772,1145547,MIMA'S TASTE OF CUBA,07/13/2020,05/31/2021,2925 W IRVING PARK RD,CHICAGO,,60618.0,41.953846932,-87.70184233299999,"(41.95384693184404, -87.70184233295741)"
773,1145551,MELLOW YELLOW,06/19/2020,05/31/2021,1508 E 53RD ST,CHICAGO,,60615.0,41.799656205,-87.588735711,"(41.799656205200755, -87.58873571085915)"
774,1145552,BACCHANALIA REST & LNG,07/01/2020,05/31/2021,2413 S OAKLEY AVE,CHICAGO,,60608.0,41.84804402,-87.682937181,"(41.8480440204021, -87.68293718057815)"
775,1145553,HARBOR CHICAGO,06/22/2020,05/31/2021,1312 S WABASH AVE,CHICAGO,,60605.0,41.865345384,-87.625932602,"(41.86534538408344, -87.62593260235937)"
776,1145554,ROOTS HANDMADE PIZZA - PRINTER'S ROW,07/28/2020,05/31/2021,744 S DEARBORN ST,CHICAGO,,60605.0,41.872452185,-87.62928257700001,"(41.87245218531338, -87.62928257680521)"
777,1145556,YOSHI'S CAFE,06/19/2020,05/31/2021,3257 N HALSTED ST,CHICAGO,IL,60657.0,41.941696341,-87.64917656600001,"(41.94169634075317, -87.64917656601214)"
778,1145557,GLENN'S DINER,08/28/2020,05/31/2021,1820-22 W MONTROSE AVE,CHICAGO,IL,60613.0,41.961612135,-87.67543734600001,"(41.961612134767414, -87.67543734575274)"
779,1145558,CHIYA CHAI CAFE,07/31/2020,05/31/2021,2770 N MILWAUKEE AVE,CHICAGO,IL,60647.0,41.931448844,-87.71154708799999,"(41.93144884388019, -87.71154708820332)"
780,1145559,Blue Sky Bakery & Cafe,08/21/2020,05/31/2021,3720 N LINCOLN AVE,CHICAGO,IL,60613.0,41.949356857,-87.67558137,"(41.94935685725333, -87.6755813699831)"
781,1145561,BARBARO,06/25/2020,05/31/2021,2525 W NORTH AVE,CHICAGO,,60647.0,41.910172644,-87.690677996,"(41.91017264385976, -87.69067799640872)"
782,1145562,OSITO'S TAP,12/17/2020,05/31/2021,2553 S RIDGEWAY AVE,CHICAGO,,60623.0,41.844597188,-87.718312551,"(41.84459718759861, -87.71831255053898)"
783,1145563,BIG & LITTLE'S RESTAURANT,07/15/2020,05/31/2021,1034 W BELMONT AVE,CHICAGO,IL,60657.0,41.939999618,-87.65546972700001,"(41.93999961847732, -87.65546972706031)"
784,1145564,FIN SUSHI BAR,07/06/2020,05/31/2021,1742 W WILSON AVE,CHICAGO,IL,60640.0,41.965299735,-87.67259229700001,"(41.965299735031415, -87.67259229705587)"
785,1145565,TANK NOODLE PHO XE TANG,07/17/2020,05/31/2021,4953-4955 N BROADWAY,CHICAGO,IL,60640.0,41.973091079,-87.65963219700001,"(41.973091079257635, -87.65963219685456)"
786,1145566,KAMEYA JAPANESE RESTAURANT,06/23/2020,05/31/2021,806 W WEBSTER AVE,CHICAGO,,60614.0,41.921921561,-87.648948671,"(41.92192156093315, -87.64894867084837)"
787,1145567,SALERNO'S,07/07/2020,05/31/2021,1201 W GRAND AVE,CHICAGO,,60642.0,41.890969901,-87.65746645600001,"(41.89096990066963, -87.65746645551516)"
788,1145568,LEONIDAS CAFE CHOCOLATERIE,12/11/2020,05/31/2021,59 E CHICAGO AVE,CHICAGO,IL,60611.0,41.896600154,-87.62591272899999,"(41.89660015350504, -87.62591272886252)"
789,1145571,VERMILION,06/26/2020,05/31/2021,10 W HUBBARD ST,CHICAGO,IL,60610.0,41.890168585,-87.628394336,"(41.89016858549094, -87.62839433601951)"
790,1145572,FABCAKES,07/22/2020,05/31/2021,714 N WELLS ST,CHICAGO,IL,60654.0,41.895335831,-87.63431422200001,"(41.895335830750824, -87.63431422226076)"
791,1145575,THE WIT,06/22/2020,05/31/2021,201 N STATE ST,CHICAGO,IL,60601.0,41.885778195,-87.627793737,"(41.88577819486805, -87.62779373655565)"
792,1145577,MILLER'S PUB RESTAURANT,07/02/2020,05/31/2021,134 S WABASH AVE,CHICAGO,,60603.0,41.87994706,-87.62629031,"(41.87994705990922, -87.62629031020356)"
793,1145578,CLUB GENE & GEORGETTI,06/18/2020,05/31/2021,500 N FRANKLIN ST,CHICAGO,,60654.0,41.890803006,-87.63570315700001,"(41.89080300643308, -87.63570315685223)"
794,1145579,PRIME & PROVISIONS,07/10/2020,05/31/2021,222 N LA SALLE ST,CHICAGO,,60601.0,41.886351604,-87.632613946,"(41.886351604488574, -87.63261394551859)"
795,1145580,CHICK-FIL-A,07/27/2020,05/31/2021,122 S MICHIGAN AVE,CHICAGO,,60603.0,41.880263371999995,-87.62450498,"(41.88026337218459, -87.62450498038699)"
796,1145581,FULTON MARKET KITCHEN,06/30/2020,05/31/2021,311 N SANGAMON ST,CHICAGO,,60607.0,41.887114585999996,-87.65087022600001,"(41.887114585601694, -87.65087022605566)"
797,1145582,THE BATON SHOW LOUNGE,06/25/2020,05/31/2021,4703-4713 N BROADWAY,CHICAGO,,60640.0,41.967363587,-87.65856734399999,"(41.9673635873824, -87.65856734441053)"
798,1145583,HAI YEN,07/02/2020,05/31/2021,1055 W ARGYLE ST,CHICAGO,IL,60640.0,41.973171766,-87.657140831,"(41.97317176563255, -87.65714083118823)"
799,1145584,BULERIAS INC.,07/08/2020,05/31/2021,3656 N ASHLAND AVE,CHICAGO,IL,60613.0,41.948664226,-87.66905078799999,"(41.948664225929576, -87.66905078783824)"
800,1145585,BROWN BAG SEAFOOD CO.,06/22/2020,05/31/2021,3400 N LINCOLN AVE,CHICAGO,IL,60657.0,41.943302926,-87.671355153,"(41.94330292584782, -87.67135515305324)"
801,1145586,CAROL'S PUB,06/19/2020,05/31/2021,4659 N CLARK ST,CHICAGO,,60640.0,41.967005074,-87.66695423200001,"(41.96700507358272, -87.66695423206848)"
802,1145587,ANNA MARIA PASTERIA,06/19/2020,05/31/2021,4400-4404- N CLARK ST,CHICAGO,,60640.0,41.961700771,-87.666123724,"(41.961700771283574, -87.66612372374412)"
803,1145588,PASTA AL GUSTO,06/30/2020,05/31/2021,3737 N SOUTHPORT AVE,CHICAGO,IL,60613.0,41.949966595,-87.663950075,"(41.94996659511004, -87.66395007499032)"
804,1145621,ALL TOGETHER NOW,06/24/2020,05/31/2021,2119 W CHICAGO AVE,CHICAGO,,60622.0,41.895745475,-87.680303415,"(41.89574547491271, -87.6803034146672)"
805,1145622,PARS COVE EAST,06/22/2020,05/31/2021,435 W DIVERSEY PKWY,CHICAGO,IL,60614.0,41.932772607,-87.64076403,"(41.932772606940866, -87.64076403025089)"
806,1145624,RYUU ASIAN BBQ,07/14/2020,05/31/2021,2766 N MILWAUKEE AVE,CHICAGO,,60647.0,41.93137064,-87.71141818299999,"(41.93137063973293, -87.71141818329198)"
807,1145625,DANANG KITCHEN,06/26/2020,05/31/2021,1019 1/2 W ARGYLE ST,CHICAGO,,60640.0,41.973190362,-87.655752955,"(41.97319036182206, -87.65575295517391)"
808,1145626,COMMUNITY,07/08/2020,05/31/2021,4038 N MILWAUKEE AVE,CHICAGO,,60641.0,41.954070512,-87.748631629,"(41.95407051177266, -87.74863162872255)"
809,1145628,LA SCAROLA,06/18/2020,05/31/2021,721 W GRAND AVE,CHICAGO,,60654.0,41.891083211,-87.64691989399999,"(41.89108321085335, -87.64691989418303)"
810,1145630,FORK,06/23/2020,05/31/2021,4600-4602 N LINCOLN AVE,CHICAGO,IL,,41.964902361,-87.68627917100001,"(41.964902360748326, -87.68627917084095)"
811,1145638,CRACKED ON MILWAUKEE,07/02/2020,05/31/2021,1359 N MILWAUKEE AVE,CHICAGO,,60622.0,41.906629896999995,-87.671376239,"(41.906629896738416, -87.67137623922982)"
812,1145660,PING PONG,06/23/2020,05/31/2021,3322-3326 N BROADWAY,CHICAGO,IL,60657.0,41.942623158,-87.644625365,"(41.94262315814179, -87.64462536460103)"
813,1145661,WAKAMONO,06/23/2020,05/31/2021,3313-17 N BROADWAY,CHICAGO,IL,60657.0,41.942313413,-87.644322456,"(41.94231341336203, -87.64432245610371)"
814,1145671,"EL PACIFICO,INC",06/26/2020,05/31/2021,3534 W FULLERTON AVE,CHICAGO,IL,,41.9247283,-87.71583394700001,"(41.92472830036969, -87.71583394678818)"
815,1145673,THE LOGAN THEATRE,06/24/2020,05/31/2021,2646-2648 N MILWAUKEE AVE,CHICAGO,IL,60647.0,41.929818108,-87.70886554399999,"(41.92981810773004, -87.70886554390576)"
816,1145674,ADD CHAPTER DESIGN & ART CAFE,06/18/2020,05/31/2021,6046 N AVONDALE AVE,CHICAGO,,60631.0,41.991079959000004,-87.799075796,"(41.99107995930307, -87.79907579555467)"
817,1145675,THE DARLING,06/19/2020,05/31/2021,905 W RANDOLPH ST,CHICAGO,,60607.0,41.884253926,-87.65000191899999,"(41.8842539257446, -87.65000191854362)"
818,1145685,MORTAR AND PESTLE,06/22/2020,05/31/2021,3108 N BROADWAY,CHICAGO,IL,60657.0,41.937939791999995,-87.64447681700001,"(41.937939792358364, -87.64447681700325)"
819,1145689,FISHBAR,09/30/2020,05/31/2021,2956 N SHEFFIELD AVE,CHICAGO,IL,60657.0,41.936160045,-87.654126674,"(41.93616004524838, -87.65412667379472)"
820,1145690,BUTCHER & THE BURGER,06/24/2020,05/31/2021,1021 W ARMITAGE AVE,CHICAGO,IL,,41.917981293000004,-87.654340852,"(41.917981293152046, -87.6543408517294)"
821,1145694,NORI SUSHI CHICAGO,07/01/2020,05/31/2021,1393 N MILWAUKEE AVE,CHICAGO,,60622.0,41.907208549,-87.672281682,"(41.90720854948665, -87.67228168189709)"
822,1145699,MARVIN'S FOOD & FUEL,07/01/2020,05/31/2021,954 W FULTON MARKET,CHICAGO,,60607.0,41.886851116,-87.6520301,"(41.886851115667795, -87.65203009995976)"
823,1145713,LUSH WINE & SPIRITS,07/10/2020,05/31/2021,2232-2234 W ROSCOE ST,CHICAGO,IL,60618.0,41.943251259,-87.684576057,"(41.943251259237634, -87.68457605707084)"
824,1145714,MAILLARD TAVERN,06/19/2020,05/31/2021,494 N MILWAUKEE AVE,CHICAGO,,60654.0,41.890959017,-87.647472168,"(41.89095901672358, -87.64747216763196)"
825,1145715,VANILLE PATTISSERIE,07/16/2020,05/31/2021,2108 N CLARK ST,CHICAGO,IL,60614.0,41.920414405,-87.63750858,"(41.92041440508785, -87.63750857983156)"
826,1145716,DEL SEOUL,06/22/2020,05/31/2021,2568-2570 N CLARK ST,CHICAGO,IL,60614.0,41.929447959,-87.64292489,"(41.92944795929552, -87.64292489047057)"
827,1145717,THE MONKEYS PAW,08/26/2020,05/31/2021,2524 N SOUTHPORT AVE,CHICAGO,IL,60614.0,41.927828199000004,-87.663555681,"(41.92782819932113, -87.66355568079454)"
828,1145718,THE MOMO WORLD,07/31/2020,05/31/2021,727 W MAXWELL ST,CHICAGO,,60607.0,41.864683564,-87.646132919,"(41.86468356389474, -87.64613291942946)"
829,1145719,JOEY'S G'S MAC AND CHEESE,06/18/2020,05/31/2021,2351 W AUGUSTA BLVD,CHICAGO,IL,60622.0,41.899276249,-87.686507172,"(41.899276249465515, -87.68650717185837)"
830,1145720,THE SEDGWICK STOP,06/24/2020,05/31/2021,1612 N SEDGWICK ST,CHICAGO,,60614.0,41.91150903,-87.63875222600001,"(41.91150903005694, -87.63875222616)"
831,1145721,FORNO ROSSO ON RANDOLPH,06/23/2020,05/31/2021,1048 W RANDOLPH ST,CHICAGO,,60607.0,41.884401105,-87.654031408,"(41.88440110509669, -87.65403140815869)"
832,1145722,TAKITO STREET,07/02/2020,05/31/2021,2421-2423 N LINCOLN AVE,CHICAGO,,60614.0,41.925996902,-87.64932237299999,"(41.92599690208159, -87.64932237272059)"
833,1145723,J.T.'s Genuine Sandwich,07/02/2020,05/31/2021,3970 N ELSTON AVE,CHICAGO,,60618.0,41.953377882,-87.71884823399999,"(41.95337788158545, -87.71884823371836)"
834,1145724,FOREVER YOGURT,07/02/2020,05/31/2021,3510 N HALSTED ST,CHICAGO,IL,60657.0,41.945777301,-87.64958777700001,"(41.94577730075354, -87.64958777668471)"
835,1145733,HAROLDS CHICKEN ON BROADWAY,06/18/2020,05/31/2021,3933 N BROADWAY,CHICAGO,,60613.0,41.953778825,-87.64985955700001,"(41.95377882546025, -87.64985955666889)"
836,1145735,SABRI NIHARI,06/26/2020,05/31/2021,2500-2502 W DEVON AVE,CHICAGO,,60659.0,41.997797057,-87.692388619,"(41.997797056772356, -87.69238861949636)"
837,1145741,MOMENTUM COFFEE,06/23/2020,05/31/2021,2119 S STATE ST,CHICAGO,,60616.0,41.853649827,-87.62695608899999,"(41.85364982727399, -87.62695608899325)"
838,1145744,MACHINE,10/28/2020,05/31/2021,1836-46 W DIVISION ST,CHICAGO,,,41.903354488000005,-87.673811345,"(41.90335448822961, -87.67381134493849)"
839,1145747,Five Guys Burgers and Fries,07/24/2020,05/31/2021,1456 E 53RD ST,CHICAGO,,60615.0,41.79964931,-87.589564848,"(41.799649310416896, -87.5895648484228)"
840,1145748,HATSU HANA RESTAURANT/YELLOWTAIL SUSHI & ASIAN KITCHEN,06/26/2020,05/31/2021,3136 N BROADWAY,CHICAGO,IL,60657.0,41.938778525,-87.64450311799999,"(41.93877852533577, -87.64450311758098)"
841,1145761,CAFE FENIX,06/24/2020,05/31/2021,2959 N PULASKI RD,CHICAGO,,60641.0,41.935333654000004,-87.72693021100001,"(41.93533365394091, -87.72693021132564)"
842,1145769,CAFE TOUCHE,07/23/2020,05/31/2021,6731 N NORTHWEST HWY,CHICAGO,IL,60631.0,42.003521558,-87.817099825,"(42.003521558416075, -87.81709982508472)"
843,1145770,DON JUAN,08/20/2020,05/31/2021,6730 N NORTHWEST HWY,CHICAGO,IL,60631.0,42.003354235,-87.81729036200001,"(42.003354235019835, -87.8172903624749)"
844,1145771,"STAN'S DONUTS CHICAGO, LLC",07/09/2020,05/31/2021,750 N RUSH ST,CHICAGO,,60611.0,41.896455313000004,-87.625645167,"(41.89645531336705, -87.62564516650414)"
845,1145773,ROANOKE,10/02/2020,05/31/2021,135 W MADISON ST,CHICAGO,IL,60602.0,41.881856744000004,-87.631896162,"(41.88185674363783, -87.63189616155178)"
846,1145777,MI NUEVA TIERRA,06/25/2020,05/31/2021,2417 N CLYBOURN AVE,CHICAGO,,60614.0,41.925671304,-87.669841569,"(41.925671303974354, -87.66984156875924)"
847,1145778,MERCADITO CHICAGO,06/24/2020,05/31/2021,108-110 W KINZIE ST,CHICAGO,IL,60654.0,41.889316024,-87.631487741,"(41.88931602352444, -87.63148774072847)"
848,1145781,MARCHESA,10/30/2020,05/31/2021,535 N WELLS ST,CHICAGO,,60654.0,41.891772827,-87.633927058,"(41.89177282708873, -87.6339270578467)"
849,1145782,HARRY CARAY'S RESTAURANT,06/24/2020,05/31/2021,33 W KINZIE ST,CHICAGO,,60654.0,41.889125488000005,-87.62942248899999,"(41.88912548800336, -87.62942248880492)"
850,1145784,Mario's Table,06/24/2020,05/31/2021,21 W GOETHE ST,CHICAGO,,60610.0,41.905697826,-87.629704561,"(41.905697826047046, -87.62970456095644)"
851,1145785,CRAWFORDS,09/17/2020,05/31/2021,3938 - 3942 W SCHOOL ST,CHICAGO,,60618.0,41.941035014,-87.72638827899999,"(41.941035014150735, -87.7263882793862)"
852,1145788,Kit Kat Lounge and Restaurant,06/24/2020,05/31/2021,3700 N HALSTED ST,CHICAGO,IL,60613.0,41.949147337,-87.64968983899999,"(41.94914733742978, -87.64968983874849)"
853,1145794,PINI PICO COFFEE CO,06/29/2020,05/31/2021,1536-1538 N CLARK ST,CHICAGO,,60610.0,41.910478398,-87.631795188,"(41.91047839796895, -87.63179518846857)"
854,1145797,STELLA'S DINER,08/11/2020,05/31/2021,3042 N BROADWAY,CHICAGO,IL,60657.0,41.937665034,-87.64446752,"(41.93766503448767, -87.6444675204252)"
855,1145801,ELEVATE COFFEE,07/02/2020,05/31/2021,3344 N HALSTED ST,CHICAGO,,60657.0,41.94312984,-87.64951168799999,"(41.94312984017461, -87.64951168839137)"
856,1145806,TAO CHICAGO,06/24/2020,05/31/2021,632 N DEARBORN ST,CHICAGO,,60654.0,41.893359354,-87.62984514700001,"(41.89335935419248, -87.62984514678733)"
857,1145808,PB&J PIZZA BEER & JUKEBOX,06/24/2020,05/31/2021,205-209 N PEORIA ST,CHICAGO,,60607.0,41.885815039,-87.64966726600001,"(41.88581503908056, -87.64966726646823)"
858,1145810,SURF'S UP OLD TOWN,07/30/2020,05/31/2021,1143 N WELLS ST,CHICAGO,,60610.0,41.903371951,-87.634314155,"(41.903371951075556, -87.6343141547651)"
859,1145811,GOLDEN HOUSE RESTAURANT,07/15/2020,05/31/2021,4742-4744 N RACINE AVE,CHICAGO,,60640.0,41.96849072,-87.659816451,"(41.968490719713, -87.65981645066375)"
860,1145817,LE COLONIAL,06/25/2020,05/31/2021,57 E OAK ST,CHICAGO,,60611.0,41.900671756,-87.626235095,"(41.900671755564716, -87.62623509452054)"
861,1145818,STICKY RICE,06/25/2020,05/31/2021,4018 N WESTERN AVE,CHICAGO,,60618.0,41.954631107,-87.688630809,"(41.95463110719266, -87.68863080861864)"
862,1145823,FURAMA RESTAURANT INC,06/30/2020,05/31/2021,4936 N BROADWAY,CHICAGO,,60640.0,41.972613179,-87.65991334899999,"(41.97261317872583, -87.65991334912181)"
863,1145847,BORDEAUX LOUNGE BY TURQUOISE,06/25/2020,05/31/2021,2147 W ROSCOE ST,CHICAGO,IL,60618.0,41.943054831,-87.682735396,"(41.94305483117927, -87.68273539578196)"
864,1145848,THE WOODLAWN,06/26/2020,05/31/2021,7857 S WOODLAWN AVE,CHICAGO,,60619.0,41.751535499999996,-87.595348139,"(41.75153549968386, -87.59534813909526)"
865,1145850,ASTORIA LOUNGE,10/15/2020,05/31/2021,3208 N KOSTNER AVE,CHICAGO,IL,,41.939239568000005,-87.737188637,"(41.939239567523536, -87.73718863652049)"
866,1145851,Miss Saigon,06/29/2020,05/31/2021,1129 W ARGYLE ST,CHICAGO,,60640.0,41.973147671,-87.658956121,"(41.97314767068932, -87.65895612095852)"
867,1145854,SUSUPUATO RESTAURANT & TAQUERIA,07/08/2020,05/31/2021,6161 N BROADWAY,CHICAGO,,60660.0,41.994091829,-87.660246115,"(41.99409182900129, -87.66024611480584)"
868,1145855,BARANGAROOS AUSSIE PIES,06/29/2020,05/31/2021,3208 N SHEFFIELD AVE,CHICAGO,,60657.0,41.940228137,-87.654263488,"(41.94022813675411, -87.65426348817662)"
869,1145856,FANCY PLANTS CAFE,07/02/2020,05/31/2021,613 W BRIAR PL,CHICAGO,,60657.0,41.939032813000004,-87.644941654,"(41.93903281329238, -87.64494165404355)"
870,1145861,THE SOUL SHACK,08/27/2020,05/31/2021,1368 E 53RD ST,CHICAGO,,60615.0,41.799611564,-87.592533442,"(41.799611563972014, -87.59253344231946)"
871,1145863,CHEF'S SPECIAL COCKTAIL BAR,06/29/2020,05/31/2021,2163-2165 N WESTERN AVE,CHICAGO,,60647.0,41.921654985,-87.687391281,"(41.921654984729464, -87.6873912811314)"
872,1145864,Zia's Trattoria,06/26/2020,05/31/2021,6695-6699 N NORTHWEST HWY,CHICAGO,,60631.0,42.002741863000004,-87.815868958,"(42.002741862843784, -87.81586895792563)"
873,1145865,ROLLS N BOWLS EXPRESS,06/30/2020,05/31/2021,4635 N LINCOLN AVE,CHICAGO,,60625.0,41.965883852,-87.68660115700001,"(41.965883851821715, -87.68660115678574)"
874,1145869,XOCHIMILCO MEXICAN RESTAURANT,07/06/2020,05/31/2021,2030-2032 W MONTROSE AVE,CHICAGO,,60618.0,41.961550247,-87.680270826,"(41.96155024733558, -87.68027082609893)"
875,1145872,BREW BREW COFFEE LOUNGE,12/15/2020,05/31/2021,3832 W DIVERSEY AVE,CHICAGO,IL,60647.0,41.931946009,-87.72344452,"(41.93194600914831, -87.72344452041501)"
876,1145874,GOLD STAR BAR,08/06/2020,05/31/2021,1755 W DIVISION ST,CHICAGO,,60622.0,41.903162479,-87.672065045,"(41.90316247857588, -87.67206504456847)"
877,1145877,SUKHADIA SWEETS & SNACKS,06/30/2020,05/31/2021,2557-2559 W DEVON AVE,CHICAGO,,60659.0,41.997539508,-87.69461506200001,"(41.99753950771954, -87.69461506221796)"
878,1145882,GRIDDLE 24,07/02/2020,05/31/2021,334 W CHICAGO AVE,CHICAGO,,60654.0,41.896662415,-87.63710138,"(41.89666241521221, -87.63710138046027)"
879,1145888,THE WELCOME BACK LOUNGE,07/02/2020,05/31/2021,2423 N MILWAUKEE AVE,CHICAGO,,60647.0,41.925312568,-87.701046354,"(41.92531256763232, -87.7010463539838)"
880,1145889,ACADIA RESTAURANT,07/09/2020,05/31/2021,1639 S WABASH AVE,CHICAGO,,60616.0,41.859125837,-87.625493351,"(41.85912583721659, -87.62549335064415)"
881,1145890,UNCOOKED LLC,07/02/2020,05/31/2021,210 N CARPENTER ST,CHICAGO,,60607.0,41.885944958,-87.653461783,"(41.88594495760403, -87.65346178255953)"
882,1145908,CURRAMBA COLOMBIAN FOOD,09/24/2020,05/31/2021,2701 W DIVISION ST,CHICAGO,,60622.0,41.902836771,-87.694537544,"(41.90283677126413, -87.69453754413472)"
883,1145909,TRUENORTH,07/02/2020,05/31/2021,5507 N CLARK ST,CHICAGO,,60640.0,41.981910362,-87.66831166700001,"(41.981910361685216, -87.66831166669041)"
884,1145910,LAGO BANQUETS,07/09/2020,05/31/2021,6121 W DIVERSEY AVE,CHICAGO,,60639.0,41.93098196,-87.779234714,"(41.93098195995931, -87.77923471427376)"
885,1145917,FARM BAR EDGEWATER,07/09/2020,05/31/2021,1133 W GRANVILLE AVE,CHICAGO,,60660.0,41.994450031999996,-87.65969379299999,"(41.99445003239287, -87.6596937931052)"
886,1145918,TIME OUT MARKET,07/07/2020,05/31/2021,916-926 W FULTON MARKET,CHICAGO,,60607.0,41.886870839000004,-87.650501194,"(41.8868708394097, -87.65050119372707)"
887,1145926,STRAY HEN CAFE OF CHICAGO,07/02/2020,05/31/2021,2423 N CLARK ST,CHICAGO,,60614.0,41.926266179,-87.640737713,"(41.926266179196006, -87.64073771291409)"
888,1145928,HASHI - CHOPSTICK'S,09/03/2020,05/31/2021,2835 N BROADWAY,CHICAGO,,60657.0,41.93373294,-87.64442476200001,"(41.933732940490245, -87.64442476241719)"
889,1145941,TAQUERIA MORAN,07/06/2020,05/31/2021,2226 N CALIFORNIA AVE,CHICAGO,,60647.0,41.922504258000004,-87.697495961,"(41.92250425828032, -87.69749596069143)"
890,1145948,MED KITCHEN,07/07/2020,05/31/2021,219 W WASHINGTON ST,CHICAGO,IL,60606.0,41.88309983,-87.634433841,"(41.88309982991982, -87.63443384120028)"
891,1145950,PICK ME UP CAFE,07/07/2020,05/31/2021,4882 N CLARK ST,CHICAGO,,60640.0,41.971279886,-87.66791542799999,"(41.9712798856542, -87.66791542761221)"
892,1145951,"PASTES Y EMPANADAS GOLDEN TUZO, CORP.",07/08/2020,05/31/2021,5648 W DIVERSEY AVE,CHICAGO,,60639.0,41.931360923,-87.76822806,"(41.931360922686245, -87.76822806009937)"
