permit_number,business_name,issued_date,expiration_date,address,latitude,longitude
1094822,J.P. GRAZIANO GROCERY CO INC.,2011-03-03T00:00:00.000,2011-12-01T00:00:00.000,901 W RANDOLPH ST,41.884256704,-87.64982670299999
1094817,BANANAS FOSTER CAFE,2011-03-18T00:00:00.000,2011-12-01T00:00:00.000,1147 W GRANVILLE AVE,41.994444076,-87.660260763
1094816,EL CID TACOS #2,2011-02-24T00:00:00.000,2011-12-01T00:00:00.000,2645 N KEDZIE AVE,41.929762865,-87.707223234
1094806,TWEET,2011-03-02T00:00:00.000,2011-12-01T00:00:00.000,5020 N SHERIDAN RD,41.973950993,-87.655091689
1094803,"BIG CHICKS, INC.",2011-03-02T00:00:00.000,2011-12-01T00:00:00.000,5024 N SHERIDAN RD,41.974069119,-87.655094492
1094795,LEO'S CONEY ISLAND,2011-02-28T00:00:00.000,2011-12-01T00:00:00.000,3455 N SOUTHPORT AVE,41.945073983,-87.663816175
1094793,BEOGRAD CAFE AND RESTAURANT,2011-03-15T00:00:00.000,2011-12-01T00:00:00.000,2933-2939 W IRVING PARK RD,41.953846017,-87.702043289
1094789,Murphy's Bleachers,2011-02-24T00:00:00.000,2011-12-01T00:00:00.000,3653-55 N SHEFFIELD AVE,41.948788471,-87.65422911700001
1094788,SCHOOLYARD TAVERN & GRILL,2011-02-28T00:00:00.000,2011-12-01T00:00:00.000,3258 N SOUTHPORT AVE,41.941539456,-87.66401205700001
1094787,HOUNDSTOOTH SALOON,2011-05-24T00:00:00.000,2011-12-01T00:00:00.000,3369 N CLARK ST,41.943561114,-87.653432264
1094770,DOMINICK'S FINER FOODS - STORE # 2775,2011-03-03T00:00:00.000,2011-12-01T00:00:00.000,2021 W CHICAGO AVE,41.89578523,-87.677930893
1094762,"SOUTHPORT GROCERY AND CAFE, INC.",2011-02-22T00:00:00.000,2011-12-01T00:00:00.000,3552 N SOUTHPORT AVE,41.946827311999996,-87.664156005
1094760,ATHENIAN ROOM RESTAURANT,2011-03-11T00:00:00.000,2011-12-01T00:00:00.000,807 W WEBSTER AVE,41.921702061,-87.648943732
1094755,OLD JERUSALEM RESTAURANT,2011-02-28T00:00:00.000,2011-12-01T00:00:00.000,1411 N WELLS ST,41.908022398,-87.63446779600001
1094748,CHARMERS CAFE/THE DAGEL AND BELI SHOP,2011-01-25T00:00:00.000,2011-12-01T00:00:00.000,1500 W JARVIS AVE,42.016157041999996,-87.668252474
1094646,LUCKY'S SANDWICH COMPANY,2011-10-05T00:00:00.000,2011-12-01T00:00:00.000,717 W MAXWELL ST,41.864688221,-87.64574326799999
1094644,ROKA AKOR/ENOLO WINE BAR,2011-07-14T00:00:00.000,2011-12-01T00:00:00.000,111 W ILLINOIS ST,41.890704754,-87.63161066200001
1094124,PENNY'S NOODLE SHOP III,2011-05-05T00:00:00.000,2011-12-01T00:00:00.000,1542 N DAMEN AVE,41.909426744,-87.677583284
1093062,LITTLE VICTORIES,2010-09-10T00:00:00.000,2010-12-01T00:00:00.000,1725 W DIVISION ST,41.903178148,-87.671043189
1092811,MASTRO'S STEAKHOUSE,2012-06-11T00:00:00.000,2012-12-01T00:00:00.000,520 N DEARBORN ST,41.891601285,-87.629796705
1092733,COCKTAIL,2010-09-10T00:00:00.000,2010-12-01T00:00:00.000,3359 N HALSTED ST,41.943573160999996,-87.649226641
1092729,CHICAGO Q,2011-02-28T00:00:00.000,2011-12-01T00:00:00.000,1160 N DEARBORN ST,41.903674781999996,-87.63012582399999
1092669,Howl at the Moon,2010-08-12T00:00:00.000,2010-12-01T00:00:00.000,26-30 W HUBBARD ST,41.890158699000004,-87.629000582
1092659,MAHONEY'S,2010-08-04T00:00:00.000,2010-12-01T00:00:00.000,551 N OGDEN AVE,41.892383831,-87.657726973
1092651,STARBUCKS COFFEE #2412,2010-09-02T00:00:00.000,2010-12-01T00:00:00.000,1229 N CLYBOURN AVE,41.904472544,-87.640333624
1092605,THE OPTIMA CHICAGO,2010-08-16T00:00:00.000,2010-12-01T00:00:00.000,1252 N WELLS ST,41.905433008,-87.634680857
1092586,I DREAM OF FALAFEL,2011-05-11T00:00:00.000,2011-12-01T00:00:00.000,331-333 S FRANKLIN ST,41.877351192,-87.635042769
1092545,CENTRO,2010-08-11T00:00:00.000,2010-12-01T00:00:00.000,6 W HUBBARD ST,41.890170918,-87.62824385200001
1092507,PASTICCERA GELATERIA PALERMO,2010-08-04T00:00:00.000,2010-12-01T00:00:00.000,1533 N WELLS ST,41.910134884,-87.63453146799999
1092456,ABRAM GALE,2011-04-01T00:00:00.000,2011-12-01T00:00:00.000,2366-2370 N NEVA AVE,41.923010423,-87.80453642299999
1092437,ONE GALARIA INC,2010-08-03T00:00:00.000,2010-12-01T00:00:00.000,5130 N WESTERN AVE,41.975017916999995,-87.689266893
1092413,Holiday Club,2010-07-06T00:00:00.000,2010-12-01T00:00:00.000,4000 N SHERIDAN RD,41.954532689000004,-87.654693025
1092412,DECLAN'S IRISH PUB,2010-07-06T00:00:00.000,2010-12-01T00:00:00.000,1240 N WELLS ST,41.905048794,-87.634668656
1092409,"FARMER PRIDE PRODUCE, INC.",2010-07-22T00:00:00.000,2010-12-01T00:00:00.000,756 N WESTERN AVE,41.895632051999996,-87.68698686799999
1092407,GIORBONY'S,2010-07-12T00:00:00.000,2010-12-01T00:00:00.000,5306 W FULLERTON AVE,41.924181257,-87.75890768299999
1092389,The Aberdeen Tap,2010-08-19T00:00:00.000,2010-12-01T00:00:00.000,440 N ABERDEEN ST,41.890068209,-87.654747049
1092386,FORNETTO-MEI ON GRANT,2010-07-14T00:00:00.000,2010-12-01T00:00:00.000,1108 S MICHIGAN AVE,41.869002215,-87.62427006600001
1092383,MR. DANIEL'S,2010-07-07T00:00:00.000,2010-12-01T00:00:00.000,5645 W BELMONT AVE,41.938442824,-87.768318381
1092381,BELLY Q / URBAN BELLY II,2010-07-30T00:00:00.000,2010-12-01T00:00:00.000,1400 W RANDOLPH ST,41.884274449,-87.662433026
1092380,MILAN'S RESTAURANT & BAR,2010-12-17T00:00:00.000,2010-12-01T00:00:00.000,3930-32 W SCHOOL ST,41.941039609,-87.726058994
1092358,WICKER BASKET MARKET,2010-07-08T00:00:00.000,2010-12-01T00:00:00.000,2113 W DIVISION ST,41.903027546,-87.680272966
1092357,TULUM GRILL,2010-07-23T00:00:00.000,2010-12-01T00:00:00.000,1800 W GRAND AVE,41.891011186,-87.672147458
1092342,WINDY CITY CAFE,2010-11-29T00:00:00.000,2010-12-01T00:00:00.000,1062 W CHICAGO AVE,41.896382186,-87.65506732700001
1092281,MAGGIANO'S LITTLE ITALY,2010-07-14T00:00:00.000,2010-12-01T00:00:00.000,516 N CLARK ST,41.891439309,-87.63126818200001
1092280,Pockets,2010-08-03T00:00:00.000,2010-12-01T00:00:00.000,555 S DEARBORN ST,41.874662881,-87.629065289
1092238,BLUE AGAVE,2010-07-09T00:00:00.000,2010-12-01T00:00:00.000,1050 N STATE ST,41.901867357,-87.628492145
1092154,AMATO'S PIZZERIA,2010-07-23T00:00:00.000,2010-12-01T00:00:00.000,1737 N HARLEM AVE,41.911820493,-87.805718988
1092137,VINTAGE 338,2010-06-14T00:00:00.000,2010-12-01T00:00:00.000,338 W ARMITAGE AVE,41.918447082,-87.63792342100001
1092135,"ELEMENTS, INC.",2010-06-15T00:00:00.000,2010-12-01T00:00:00.000,741 N WELLS ST,41.89599326,-87.63403818799999
1092133,HOT WOKS COOL SUSHI,2010-09-13T00:00:00.000,2010-12-01T00:00:00.000,2032 W ROSCOE ST,41.943312712,-87.679721969
1092128,"SAFARI CUP COFFEE, INC.",2010-06-18T00:00:00.000,2010-12-01T00:00:00.000,3404 N SOUTHPORT AVE,41.943579053,-87.66406879
1092127,ROSA DE LIMA,2010-06-16T00:00:00.000,2010-12-01T00:00:00.000,2013-15 N WESTERN AVE,41.91802034,-87.68727662399999
1092126,CARIBOU COFFEE COMPANY INC,2010-11-10T00:00:00.000,2010-12-01T00:00:00.000,3500 N HALSTED ST,41.945503653,-87.649578514
1092125,CAFE CON LECHE D' NOCHE,2010-06-25T00:00:00.000,2010-12-01T00:00:00.000,2710-2714 N MILWAUKEE AVE,41.930392308,-87.709805175
1092110,BANGERS & LACE,2011-04-06T00:00:00.000,2011-12-01T00:00:00.000,1670 W DIVISION ST,41.903410015,-87.67029621799999
1092102,RESTAURANT VENENO DE NAYARIT,2010-06-14T00:00:00.000,2010-12-01T00:00:00.000,1024 N ASHLAND AVE,41.900452559,-87.667560098
1092097,"CAFE BALLOU, LLC",2010-06-16T00:00:00.000,2010-12-01T00:00:00.000,939 N WESTERN AVE,41.898706065,-87.68677251700001
1092092,MABLE'S TABLE,2010-06-28T00:00:00.000,2010-12-01T00:00:00.000,1653-1655 W CORTLAND ST,41.915969409,-87.66995938
1092085,PICCOLO,2010-06-22T00:00:00.000,2010-12-01T00:00:00.000,2610-12 W PETERSON AVE,41.990577712,-87.695051595
1092083,LOCKDOWN,2010-06-17T00:00:00.000,2010-12-01T00:00:00.000,1024 N WESTERN AVE,41.900245925,-87.687106086
1092081,NEW KABUKI JAPANESE RESTAURANT,2010-06-21T00:00:00.000,2010-12-01T00:00:00.000,2473 N CLARK ST,41.927477726999996,-87.641449776
1092077,SABOR A CAFE RESTAURANT,2010-06-18T00:00:00.000,2010-12-01T00:00:00.000,2435 W PETERSON AVE,41.990381096,-87.691099599
1092076,BRIDGET MCNEILL'S,2010-06-11T00:00:00.000,2010-12-01T00:00:00.000,420 W BELMONT AVE,41.940212887,-87.64044977399999
1092056,First Slice Pie Cafe,2010-06-28T00:00:00.000,2010-12-01T00:00:00.000,163 E PEARSON ST,41.897484072,-87.623377768
1092040,BEGGAR'S PIZZA,2010-07-01T00:00:00.000,2010-12-01T00:00:00.000,310 S CLINTON ST,41.877658739,-87.64120017799999
1092038,Blue Frog's Local 22,2010-06-15T00:00:00.000,2010-12-01T00:00:00.000,22 E HUBBARD ST,41.890190577,-87.627080355
1092030,BELLA NOTTE,2010-06-15T00:00:00.000,2010-12-01T00:00:00.000,1374 W GRAND AVE,41.891141495,-87.661956678
1092029,BELLA NOTTE,2010-06-15T00:00:00.000,2010-12-01T00:00:00.000,1372 W GRAND AVE,41.89114238,-87.66187790200001
1092007,Dunkin Donuts,2010-06-25T00:00:00.000,2010-12-01T00:00:00.000,100 W RANDOLPH ST,41.884586266999996,-87.631010446
1092005,Dunkin Donuts,2010-06-25T00:00:00.000,2010-12-01T00:00:00.000,220 W WASHINGTON ST,41.88331916,-87.63449085100001
1092003,Dunkin Donuts,2010-06-25T00:00:00.000,2010-12-01T00:00:00.000,205 W RANDOLPH ST,41.884359193,-87.634079901
1092002,Dunkin Donuts,2010-06-25T00:00:00.000,2010-12-01T00:00:00.000,6 N WABASH AVE,41.882220938,-87.62636516799999
1091972,BENNY'S CHOPHOUSE,2010-06-15T00:00:00.000,2010-12-01T00:00:00.000,444 N WABASH AVE,41.890630789,-87.62682912700001
1091872,ACANTO,2010-09-14T00:00:00.000,2010-12-01T00:00:00.000,18 S MICHIGAN AVE,41.881658739,-87.624500099
1091867,KATAKANA & FIESTA & KOKO GRILL,2010-06-24T00:00:00.000,2010-12-01T00:00:00.000,2829 W ARMITAGE AVE,41.917370078000005,-87.69824926
1091866,OON RESTAURANT,2010-08-11T00:00:00.000,2010-12-01T00:00:00.000,802-804 W RANDOLPH ST,41.88451431,-87.647584853
1091865,LATIN AMERICAN REST & LOUNGE,2010-07-14T00:00:00.000,2010-12-01T00:00:00.000,2743 W DIVISION ST,41.90282133,-87.696143299
1091862,GRAHAM ELLIOT,2010-07-06T00:00:00.000,2010-12-01T00:00:00.000,217 W HURON ST,41.894671024000004,-87.634904368
1091852,MARGIES CANDIES,2010-06-24T00:00:00.000,2010-12-01T00:00:00.000,1813 W MONTROSE AVE,41.961400692,-87.674987503
1091841,FADO IRISH PUB,2010-06-16T00:00:00.000,2010-12-01T00:00:00.000,100 W GRAND AVE,41.89173502,-87.631201689
1091839,PANE CALDO,2010-06-18T00:00:00.000,2010-12-01T00:00:00.000,72 E WALTON ST,41.900091962,-87.62565567899999
1091837,HOT WOKS COOL SUSHI,2010-06-25T00:00:00.000,2010-12-01T00:00:00.000,30 S MICHIGAN AVE,41.881371062,-87.62449175200001
1091836,LA FONTANELLA,2010-06-28T00:00:00.000,2010-12-01T00:00:00.000,2414 S OAKLEY AVE,41.847912784,-87.68322664
1091835,NATALINO'S,2010-07-30T00:00:00.000,2010-12-01T00:00:00.000,1523-27 W CHICAGO AVE,41.895986019,-87.665814
1091827,HOUNDSTOOTH SALOON,2010-05-21T00:00:00.000,2010-12-01T00:00:00.000,3369 N CLARK ST,41.943561114,-87.653432264
1091760,GREAT LAKE,2010-06-21T00:00:00.000,2010-12-01T00:00:00.000,1477 W BALMORAL AVE,41.979743000999996,-87.667811075
1091759,ING RESTAURANT,2010-06-10T00:00:00.000,2010-12-01T00:00:00.000,951 W FULTON MARKET,41.886634054,-87.65184963
1091755,HOTDOG EXPRESS,2010-05-27T00:00:00.000,2010-12-01T00:00:00.000,4300 N MILWAUKEE AVE,41.958816819,-87.75308175200001
1091754,CANDLELIGHT,2010-05-19T00:00:00.000,2010-12-01T00:00:00.000,7452-54 N WESTERN AVE,42.017406801,-87.69034419200001
1091751,KINZIE ST. CHOP HOUSE,2010-05-18T00:00:00.000,2010-12-01T00:00:00.000,400 N WELLS ST,41.889198021999995,-87.634157297
1091745,BEANS & BAGELS,2010-06-10T00:00:00.000,2010-12-01T00:00:00.000,2601 W LELAND AVE,41.966634465,-87.69380645
1091744,BEANS & BAGELS,2010-06-10T00:00:00.000,2010-12-01T00:00:00.000,1812 W MONTROSE AVE,41.961616856999996,-87.67512206200001
1091737,BLUE STAR BISTRO & WINE BAR,2010-06-17T00:00:00.000,2010-12-01T00:00:00.000,1209-1211 N NOBLE ST,41.903725476999995,-87.662474064
1091735,TUKO CANTINA,2010-05-24T00:00:00.000,2010-12-01T00:00:00.000,1940 W DIVISION ST,41.903313213000004,-87.676495045
1091722,JAIPUR,2010-05-19T00:00:00.000,2010-12-01T00:00:00.000,847 W RANDOLPH ST,41.884266366999995,-87.649271468
1091716,LUCKY GRILL,2010-06-04T00:00:00.000,2010-12-01T00:00:00.000,7779 W TALCOTT AVE,41.992990416,-87.821674247
1091715,CORNERSTONE CAFE,2010-06-07T00:00:00.000,2010-12-01T00:00:00.000,2753 N WESTERN AVE,41.931968065999996,-87.68774125
1091712,COFFEE & TEA EXCHANGE,2010-06-04T00:00:00.000,2010-12-01T00:00:00.000,3311 N BROADWAY,41.942258246,-87.644320975
1091711,SUBWAY,2010-09-01T00:00:00.000,2010-12-01T00:00:00.000,1938 W LAWRENCE AVE,41.968886898,-87.677625228
1091710,The Wormhole,2010-08-12T00:00:00.000,2010-12-01T00:00:00.000,1462 N MILWAUKEE AVE,41.908378350999996,-87.674569208
1091709,AVONDALE MUSIC HALL,2010-06-07T00:00:00.000,2010-12-01T00:00:00.000,3336-3342 N MILWAUKEE AVE,41.941691571,-87.728338222
1091707,O'LEARY'S PUBLIC HOUSE,2010-05-18T00:00:00.000,2010-12-01T00:00:00.000,541 N WELLS ST,41.891989228,-87.633930579
1091695,GAUDI COFFEE & GRILL,2010-05-27T00:00:00.000,2010-12-01T00:00:00.000,624 N ASHLAND AVE,41.893249886,-87.667356168
1091689,BIN 36,2010-05-25T00:00:00.000,2010-12-01T00:00:00.000,1559 N MILWAUKEE AVE,41.909926112,-87.67653435700001
1091677,CAOBA,2010-06-15T00:00:00.000,2010-12-01T00:00:00.000,1619 N DAMEN AVE,41.91103747,-87.677329213
1091673,NOUVEAU TAVERN,2010-05-25T00:00:00.000,2010-12-01T00:00:00.000,358 W ONTARIO ST,41.893246476,-87.6378703
1091671,ISTANBUL RESTAURANT,2010-06-24T00:00:00.000,2010-12-01T00:00:00.000,3611-3617 N BROADWAY,41.947731747,-87.64734303200001
1091670,THE SAVOY,2010-11-15T00:00:00.000,2010-12-01T00:00:00.000,1408 N MILWAUKEE AVE,41.90742473,-87.673073674
1091668,PING PONG,2010-05-18T00:00:00.000,2010-12-01T00:00:00.000,3322-3326 N BROADWAY,41.942623158,-87.644625365
1091667,JOEY'S SHRIMP HOUSE,2010-06-15T00:00:00.000,2010-12-01T00:00:00.000,1432 N WESTERN AVE,41.907661956,-87.68729713399999
1091666,I MONELLI,2010-05-18T00:00:00.000,2010-12-01T00:00:00.000,5019 N WESTERN AVE,41.972911619,-87.688902039
1091665,The Pony Inn,2010-07-01T00:00:00.000,2010-12-01T00:00:00.000,1638 W BELMONT AVE,41.939784949,-87.67022031799999
1091664,CANADY LE CHOCOLATIER,2010-05-21T00:00:00.000,2010-12-01T00:00:00.000,824 S WABASH AVE,41.871491398,-87.626076122
1091648,BRENDAN'S PUB,2010-05-21T00:00:00.000,2010-12-01T00:00:00.000,3169 N BROADWAY,41.939713620999996,-87.644242283
1091619,FLORIOLE BAKERY LLC,2010-05-20T00:00:00.000,2010-12-01T00:00:00.000,1220 W WEBSTER AVE,41.921763099,-87.659241874
1091571,LOU MALNATI'S PIZZERIA,2011-07-25T00:00:00.000,2011-12-01T00:00:00.000,1120 N STATE ST,41.902393823000004,-87.62846892399999
1091570,IZUMI SUSHI BAR & RESTAURANT,2010-05-24T00:00:00.000,2010-12-01T00:00:00.000,731 W RANDOLPH ST,41.884300945,-87.646952738
1091569,GIOCO,2010-06-04T00:00:00.000,2010-12-01T00:00:00.000,1312-14 S WABASH AVE,41.865345384,-87.625932602
1091568,TRATTORIA CATERINA,2010-05-24T00:00:00.000,2010-12-01T00:00:00.000,616 S DEARBORN ST,41.87423458,-87.62935644299999
1091567,Opera,2010-06-14T00:00:00.000,2010-12-01T00:00:00.000,1301 S WABASH AVE,41.865676543,-87.625649842
1091549,MEDI,2010-05-25T00:00:00.000,2010-12-01T00:00:00.000,158 E ONTARIO ST,41.893465516,-87.62308621
1091548,SUBWAY,2010-05-24T00:00:00.000,2010-12-01T00:00:00.000,4771 N LINCOLN AVE,41.968506258000005,-87.688338055
1091547,THE BLACK DUCK,2010-06-04T00:00:00.000,2010-12-01T00:00:00.000,1800 N HALSTED ST,41.913934603,-87.64851072200001
1091545,"LITO'S EMPANADAS, INC.",2010-06-03T00:00:00.000,2010-12-01T00:00:00.000,2566 N CLARK ST,41.929403330999996,-87.642898581
1091541,MOLLY'S CUPCAKES LLC,2010-06-29T00:00:00.000,2010-12-01T00:00:00.000,2536-2538 N CLARK ST,41.928732695,-87.642510517
1091539,HEAVENLY,2010-06-03T00:00:00.000,2010-12-01T00:00:00.000,2662 N SAWYER AVE,41.930207345,-87.709547516
1091534,CREPE TOWN,2010-05-24T00:00:00.000,2010-12-01T00:00:00.000,3915 N SHERIDAN RD,41.953157536999996,-87.65435899200001
1091526,NEW REBOZO CHICAGO,2010-06-15T00:00:00.000,2010-12-01T00:00:00.000,46 E SUPERIOR ST,41.895815759,-87.62641646
1091525,PHO & I,2010-05-19T00:00:00.000,2010-12-01T00:00:00.000,2932 N BROADWAY,41.935870129,-87.64440559799999
1091524,BLUE DOOR KITCHEN + GARDEN,2010-06-03T00:00:00.000,2010-12-01T00:00:00.000,52 W ELM ST,41.903256045,-87.63050298700001
1091523,MR. J'S,2010-06-03T00:00:00.000,2010-12-01T00:00:00.000,822 N STATE ST,41.897475684,-87.628368094
1091522,RENO,2010-06-01T00:00:00.000,2010-12-01T00:00:00.000,2607 N MILWAUKEE AVE,41.929110009,-87.707238997
1091521,"SHOKOLAD PASTRY & CAFE, INC",2010-06-22T00:00:00.000,2010-12-01T00:00:00.000,2524 W CHICAGO AVE,41.895815260999996,-87.69048155200001
1091517,OFF THE TRACKS GRILL,2010-05-19T00:00:00.000,2010-12-01T00:00:00.000,190 N WELLS ST,41.885534351,-87.63407120299999
1091510,MERLO ON MAPLE,2010-05-20T00:00:00.000,2010-12-01T00:00:00.000,16 W MAPLE ST,41.901985871,-87.629011881
1091509,ARGO TEA,2010-05-25T00:00:00.000,2010-12-01T00:00:00.000,819 N RUSH ST,41.897406951,-87.62575403
1091508,A LA TURKA RESTAURANT,2010-05-17T00:00:00.000,2010-12-01T00:00:00.000,3134 N LINCOLN AVE,41.938604726,-87.667388843
1091501,PAT'S PIZZERIA,2010-05-28T00:00:00.000,2010-12-01T00:00:00.000,2679 N LINCOLN AVE,41.93075676,-87.65597841700001
1091499,SUBWAY SANDWICHES & SALAD,2010-05-25T00:00:00.000,2010-12-01T00:00:00.000,304 W HUBBARD ST,41.890070848,-87.635755245
1091492,CAFE BELLA INCORPORATED,2010-06-02T00:00:00.000,2010-12-01T00:00:00.000,3311 W FULLERTON AVE,41.924564286999995,-87.71106462799999
1091489,DEE'S PLACE,2010-05-17T00:00:00.000,2010-12-01T00:00:00.000,2114 W DIVISION ST,41.903245759,-87.680355265
1091488,The Dog's Bollox,2010-06-22T00:00:00.000,2010-12-01T00:00:00.000,3210 N LINCOLN AVE,41.939978285,-87.66903601700001
1091453,CAFENEO,2010-07-12T00:00:00.000,2010-12-01T00:00:00.000,4655 N LINCOLN AVE,41.966413088,-87.68693718899999
1091451,CAFE DESCARTES,2010-05-18T00:00:00.000,2010-12-01T00:00:00.000,327 N MICHIGAN AVE,41.887418889,-87.624404399
1091423,Sabor Saveur,2010-04-30T00:00:00.000,2010-12-01T00:00:00.000,2013 W DIVISION ST,41.903071092,-87.677830971
1091421,ENNUI,2010-06-23T00:00:00.000,2010-12-01T00:00:00.000,6981 N SHERIDAN RD,42.009148492,-87.661926153
1091420,Tavish,2010-05-17T00:00:00.000,2010-12-01T00:00:00.000,1335 W WRIGHTWOOD AVE,41.928756054000004,-87.662371472
1091418,COCO RESTAURANT,2010-05-20T00:00:00.000,2010-12-01T00:00:00.000,2723 W DIVISION ST,41.902828503,-87.69537805200001
1091415,The Bar on Buena,2010-04-30T00:00:00.000,2010-12-01T00:00:00.000,910 W BUENA AVE,41.958550898,-87.653520049
1091407,BLUE BAYOU,2010-05-28T00:00:00.000,2010-12-01T00:00:00.000,3734 N SOUTHPORT AVE,41.949939203,-87.664243426
1091392,VINNIES SUB SHOP,2010-05-18T00:00:00.000,2010-12-01T00:00:00.000,1204 W GRAND AVE,41.891187485,-87.65766708700001
1091391,"A & L GROCER, INC.",2010-07-28T00:00:00.000,2010-12-01T00:00:00.000,2154 W ADDISON ST,41.946913701999996,-87.683181031
1091387,DELHI 6,2010-06-04T00:00:00.000,2010-12-01T00:00:00.000,4229 N LINCOLN AVE,41.958678131,-87.68176382700001
1091377,JUST INDULGE,2010-05-28T00:00:00.000,2010-12-01T00:00:00.000,1755 W NORTH AVE,41.910454606,-87.672292325
1091376,BISTRO GRAND,2010-05-24T00:00:00.000,2010-12-01T00:00:00.000,2362-64 N NEVA AVE,41.922875151999996,-87.80453333
1091369,The Fairmont Chicago,2010-05-20T00:00:00.000,2010-12-01T00:00:00.000,200 N COLUMBUS DR,41.886005833,-87.62082895700001
1091368,PORKCHOP,2010-04-28T00:00:00.000,2010-12-01T00:00:00.000,941 W RANDOLPH ST,41.884230384,-87.651343054
1091362,FAVIA CAFE & SWEETS SHOP,2010-06-10T00:00:00.000,2010-12-01T00:00:00.000,10701 S HALE AVE,41.699203051,-87.668844561
1091344,TAC QUICK,2010-05-21T00:00:00.000,2010-12-01T00:00:00.000,3928-3930 N SHERIDAN RD,41.953623914,-87.65466750200001
1091340,FLO,2010-05-20T00:00:00.000,2010-12-01T00:00:00.000,1434 W CHICAGO AVE,41.896237318000004,-87.663806719
1091338,ARGO TEA,2010-05-25T00:00:00.000,2010-12-01T00:00:00.000,1 S FRANKLIN ST,41.881902751,-87.63516406
1091337,GRANDBAR,2010-07-21T00:00:00.000,2010-12-01T00:00:00.000,1600 W GRAND AVE,41.891087112,-87.667204058
1091336,EINSTEIN BROS. BAGELS #1242,2010-06-02T00:00:00.000,2010-12-01T00:00:00.000,44 E WALTON ST,41.900076949,-87.626609538
1091335,EINSTEIN BROS. BAGELS #3505,2010-06-02T00:00:00.000,2010-12-01T00:00:00.000,400 N DEARBORN ST,41.889269528,-87.629735331
1091333,COBRA LOUNGE,2010-07-08T00:00:00.000,2010-12-01T00:00:00.000,235 N ASHLAND AVE,41.886491383,-87.666864575
1091332,Hard Rock Hotel,2010-05-18T00:00:00.000,2010-12-01T00:00:00.000,230 N MICHIGAN AVE,41.886517289000004,-87.624677686
1091331,PITAS BREADS & MORE CO,2010-06-01T00:00:00.000,2010-12-01T00:00:00.000,7555 N RIDGE BLVD,42.019309805,-87.684485315
1091329,CAFE BIONDA,2010-04-30T00:00:00.000,2010-12-01T00:00:00.000,1924 S STATE ST,41.855829931,-87.62730337100001
1091327,OYSY,2010-05-19T00:00:00.000,2010-12-01T00:00:00.000,888 S MICHIGAN AVE,41.870775489,-87.624292703
1091325,AUGIE'S,2010-05-14T00:00:00.000,2010-12-01T00:00:00.000,1721 W WRIGHTWOOD AVE,41.928624995,-87.67161450299999
1091324,O'CALLAGHAN'S,2010-05-25T00:00:00.000,2010-12-01T00:00:00.000,29 W HUBBARD ST,41.889937519,-87.629092175
1091322,THE TASTING ROOM,2010-05-27T00:00:00.000,2010-12-01T00:00:00.000,1415 W RANDOLPH ST,41.884048725,-87.663056133
1091315,EINSTEIN BROS. BAGELS  # 2578,2010-06-02T00:00:00.000,2010-12-01T00:00:00.000,3420 N SOUTHPORT AVE,41.944048995,-87.66408160200001
1091313,MONSIGNOR MURPHY'S,2010-05-20T00:00:00.000,2010-12-01T00:00:00.000,3019 N BROADWAY,41.93708671,-87.64415431799999
1091300,RISE RESTAURANT,2010-05-28T00:00:00.000,2010-12-01T00:00:00.000,3401 N SOUTHPORT AVE,41.943466025999996,-87.66377160299999
1091299,PUNKY'S PIZZA AND PASTA,2010-07-23T00:00:00.000,2010-12-01T00:00:00.000,2600 S WALLACE ST,41.845346776,-87.641726155
1091297,THE BOOKCELLAR,2010-05-04T00:00:00.000,2010-12-01T00:00:00.000,4736-38 N LINCOLN AVE,41.967501332,-87.68800613299999
1091296,THE PIGGERY,2010-06-01T00:00:00.000,2010-12-01T00:00:00.000,1625 W IRVING PARK RD,41.954165368000005,-87.67012784200001
1091295,GATHER CHICAGO,2010-04-30T00:00:00.000,2010-12-01T00:00:00.000,4539 N LINCOLN AVE,41.964272356,-87.68554256600001
1091294,SUSHI TAIYO / IZAKAYA HAPA,2010-05-24T00:00:00.000,2010-12-01T00:00:00.000,58 E ONTARIO ST,41.893417621,-87.625834086
1091293,LA BOCCA,2010-05-04T00:00:00.000,2010-12-01T00:00:00.000,4618 N LINCOLN AVE,41.965360378,-87.68657717200001
1091291,JOIE DE VINE,2010-05-06T00:00:00.000,2010-12-01T00:00:00.000,1744 W BALMORAL AVE,41.979865941999996,-87.673909329
1091290,Gannon's Pub,2010-05-26T00:00:00.000,2010-12-01T00:00:00.000,4264 N LINCOLN AVE,41.959479803,-87.68265873200001
1091289,TIMOTHY O'TOOLE'S,2010-05-19T00:00:00.000,2010-12-01T00:00:00.000,622 N FAIRBANKS CT,41.893365397,-87.62042205700001
1091288,SURA,2010-05-07T00:00:00.000,2010-12-01T00:00:00.000,3124 N BROADWAY,41.938411972,-87.644491804
1091287,CANDYALITY LTD.,2010-05-05T00:00:00.000,2010-12-01T00:00:00.000,3425 N SOUTHPORT AVE,41.944225183,-87.663792302
1091285,SAVOY BAR & GRILL,2010-05-13T00:00:00.000,2010-12-01T00:00:00.000,800 S MICHIGAN AVE,41.871811814000004,-87.62431549899999
1091282,LEONA'S PIZZERIA,2010-05-26T00:00:00.000,2010-12-01T00:00:00.000,6935 N SHERIDAN RD,42.007883644,-87.661509616
